key_group,atlas_key,status,cross_ref,key_completeness,cell_members,cell_tier_span,cell_games,cell_neg,rank_in_cell,representative,source,cell_id,kit_id,folk_name,corpus,game,tier,canon_tier,negative,flags,lineage,gx,proxy,geo,commit,econ,mob,elem_p,avg_conf,spend_stratum,basin,meta,power_rating,eras,prov,mechanics_status,blocking_mechanics,mech_note
WMHFSI-HSDT-SP-PH-~~,WMHFSI-HSDT-SP-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×GX-02,poe2-shaman-bear,Shaman Bear,poe2,poe2,T1,deep,False,,,GX-02,solo,small-AOE,instant,form-locked,high,physical,0.4,,,,,0.4;0.5-ancients,mb2,blocked-new,form-swap stat-block hotswap,"Druid shapeshifts into a bear — built-in armour tank body, Rampage momentum clear, Herald of Ice chains for density — PoE2's form-shift fami"
WMHFSI-LSDT-SP-LI-~~,WMHFSI-LSDT-SP-LI-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×econ:spend,d2-auradin,Auradin,d2,d2,T1,moderate,False,,,,solo,small-AOE,instant,passive-pulse,low,lightning,0.82,,,,,lod-1.11+;d2r,kb,have-core,direct-hit instant verbs native,"Stacked item-granted auras (Dream Holy Shock, Dragon Holy Fire) pulse passive damage around the moving body while Zeal delivers; gear-define"
WMHFSI-LSDT-SP-PH-~~,WMHFSI-LSDT-SP-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×econ:spend,d3-rolands,Roland's Sweep,d3,d3,T1,moderate,False,,,,solo,small-AOE,instant,wrath-spender,low,physical,0.85,,,,,set-era;late-sets;s39,vx;kb,have-core,direct-hit instant verbs native,"Sweep Attack spam under Roland's attack-speed engine — launched weak, buffed into brief S17 relevance, and now explicitly 'not recommended' "
WMHFSI-MCDT-PC-LI-~~,WMHFSI-MCDT-PC-LI-~~,,,12,1,T2,1,0,1,True,canon,SOLO|CHAIN|INST×econ:proc,chr-fulmination-templar,Fulmination Holy Reckoning Templar,chronicon,chronicon,T2,deep,False,,,,solo,chain,instant,proc-cascade,med,lightning,0.82,,,,T500 (guide-titled),1.0-2020;ancient-beasts-dlc;current-1.52,sf;kb,have-core,direct-hit instant verbs native,Lightning-holy proc cascade — Fulmination chains detonating off Holy Reckoning triggers until the screen is a circuit diagram; the Templar's
WMHFSI-MLDT-CD-HO-~~,WMHFSI-MLDT-CD-HO-~~,,,12,1,T1,1,0,1,True,canon,SOLO|LARGE|INST×econ:cooldown,d3-akkhan-condemn,Akkhan Condemn,d3,d3,T1,deep,False,,,,solo,large-AOE,instant,wrath+cooldown-uptime,med,holy,0.85,,,,,set-era;late-sets,kb,have-core,direct-hit instant verbs native,Condemn charges a nova around the body that Blade of Prophecy detonates instantly — perma-Akarat's-Champion angel-mode saders erasing screen
WMHFSI-MSDT-SP-FI-~~,WMHFSI-MSDT-SP-FI-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×GX-07,le-healing-hands-paladin,Healing Hands Paladin,le,le,T1,deep,False,,,GX-07,solo,small-AOE,instant,heal-as-weapon,med,fire,0.82,,,,,1.1-harbingers;1.4-omens,gg;kb,blocked-new,thorns/stat-retaliation channel,"The HEAL becomes the weapon — Healing Hands wired to trigger on melee hits, converting sustain into stacked holy damage procs; 1.1's era-def"
WMHFSI-MSMT-MT-PH-~~,WMHFSI-MSMT-MT-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×GX-09,d4-bouldercane,Bouldercane Druid,d4,d4,T1,deep,False,,,GX-09,solo,small-AOE,instant,spirit+cooldown,med,physical,0.85,,,,,launch-s1-3;loot-reborn-s4-5,kb,designed-addendum,rotational/orbital substrate addendum — build pending,Boulders converted to ORBIT the druid by aspect while Hurricane spins its own ring — two concentric rotating damage shells around a walking 
WMHFSI-_SDT-SP-HO-~~,WMHFSI-_SDT-SP-HO-~~,,,11,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×GX-17,d4-wing-strike-arbiter,Wing Strike Arbiter Paladin,d4,d4,T1,deep,False,,,GX-17,solo,small-AOE,instant,low-input-loop,unknown,holy,0.37,,,,,loh-s13-14,fb;gl,have-core,battle-sim auto-aim native,The new Paladin's ascension archetype — Wing Strike sweeps under the Arbiter spec described by its own players as barely pressing buttons; a
WMHFSW-LNDT-SP-PH-~~,WMHFSW-LNDT-SP-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SINGLE|WIND×econ:spend,d2-zealot,Zealot,d2,d2,T1,deep,False,,,,solo,single,wind-up,none,low,physical,0.77,,,,,lod;d2r;rotw-s13,aoe;kb,verify,no rule matched — Mac pass to classify,"Zeal locks a five-hit melee flurry per click under self-Fanaticism; commitment-locked swing sequence, weapon-scaled."
WMHVSI-HNDD-SP-LI-~~,WMHVSI-HNDD-SP-LI-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SINGLE|INST×GX-03,d3-raiment-shenlong,Raiment Generator,d3,d3,T1,moderate,False,,,GX-03,solo,single,instant,fill-ignite-drain-cycle,high,lightning,0.85,,,,,set-era;late-sets;s39,db;kb,blocked-new,mark/tag ledger + consume-trigger operators,"Lightning-punch generator monk under Shenlong's spirit-dump rhythm — build spirit to the cap, the fist weapons ignite it into a damage windo"
WMHVSI-MSMM-PC-LI-~~,WMHVSI-MSMM-PC-LI-~~,,,12,1,T1,1,1,1,False,canon,SOLO|SMALL|INST×GX-12,le-tempest-strike,Tempest Strike,le,le,T1,negative,True,,,GX-12,solo,small-AOE,instant,proc-gamble,med,lightning,0.82,,,,,beta-0.8-0.9;1.0-launch;1.2-woven,kb,partial,stochastic ops in loot-operator framework — per-cast roll verify,"Melee strikes that proc random storm spells — lightning, gale, or spike on dice rolls — a stochastic proc identity that never out-damaged ju"
WMLFLI-MCDT-SP-PO-~~,WMLFLI-MCDT-SP-PO-~~,,,12,1,T1,1,0,1,True,canon,LIGHT|CHAIN|INST×GAP-D2-02,d2-rabies-wolf,Rabies Wolf,d2,d2,T1,moderate,False,,,GAP-D2-02,light,chain,instant,form-locked,med,poison,0.7,,,,,lod;d2r,kb,verify,no rule matched — Mac pass to classify,Werewolf bite spreads a contagious poison that jumps target-to-target; DoT plague delivered by a shapeshifted melee body.
WMLFLW-LNMT-SP-PH-~~,WMLFLW-LNMT-SP-PH-~~,,,12,1,T1,1,0,1,True,canon,LIGHT|SINGLE|WIND×GAP-D2-02,d2-maul-bear,Maul Werebear,d2,d2,T1,moderate,False,,,GAP-D2-02,light,single,wind-up,on-hit-ramp,low,physical,0.67,,,,,lod;d2r,kb,verify,no rule matched — Mac pass to classify,"Bear form stacks Maul damage charges per hit; slow heavy swings, tank identity, the other half of the form-shift family."
WMLFSI-HCDD-SP-PO-~~,WMLFSI-HCDD-SP-PO-~~,,,12,1,T1,1,0,1,True,canon,SOLO|CHAIN|INST×GX-02,d4-rabies-lacerate,Rabies Lacerate Druid,d4,d4,T1,deep,False,,,GX-02,solo,chain,instant,unknown,high,poison,0.37,,,,,loh-s13-14,sky,blocked-new,form-swap stat-block hotswap,"Werewolf contagion returns — RABIES, the D2 wolf's plague bite, resurfaces as a D4 S-tier paired with Lacerate's shred ultimate; a twenty-ye"
WMLFSI-LNDT-SW-PH-~~,WMLFSI-LNDT-SW-PH-~~,,,12,1,T2,1,0,1,True,canon,SOLO|SINGLE|INST×GX-07,chr-thorns-templar,Thorns Barrier Templar,chronicon,chronicon,T2,moderate,False,,,GX-07,solo,single,instant,stat-is-the-weapon,low,physical,0.8,,,,Mythic XV clear (guide-stated),ancient-beasts-dlc;current-1.52,sf,blocked-new,thorns/stat-retaliation channel,Barrier-fed thorns that the guide itself insists is 'NOT a retaliation build' — damage from the thorns stat while the barrier lets you stand
WMLSSI-KNDT-MT-PH-~~,WMLSSI-KNDT-MT-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SINGLE|INST×GAP-D2-01,d2-charger,Charger,d2,d2,T1,moderate,False,,,GAP-D2-01,solo,single,instant,mana-per-charge,skill-is-movement,physical,0.83,,,,,lod-pvp,dw;kb,have-core,direct-hit instant verbs native,Charge gap-closes with a massive single hit; PvP burst identity where the movement verb IS the damage skill.
WMMFHI-HSDD-SU-FI-~~,WMMFHI-HSDD-SU-FI-~~,,,12,1,T1,1,0,1,True,canon,HEAVY|SMALL|INST×econ:summon,d3-inna-allies,Inna Mystic Ally,d3,d3,T1,deep,False,,,,heavy,small-AOE,instant,summon-uptime,high,fire,0.8,,,,,late-sets;s39,db;kb,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,The S24 Inna rework summons the full mystic-ally menagerie at once — a fire-fist pet squad the monk buffs and detonates; D3's pet-class-that
WMMFSI-LNDT-SP-FI-~~,WMMFSI-LNDT-SP-FI-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SINGLE|INST×GAP-D2-10,d2-avenger,Avenger,d2,d2,T1,moderate,False,,,GAP-D2-10,solo,single,instant,mana-per-swing,low,fire,0.83,,,,,lod;d2r,kb,have-core,direct-hit instant verbs native,Vengeance melee converts each swing into tri-element damage under Conviction — the immunity-proof melee answer.
WMMFSI-LNDT-SW-PH-~~,WMMFSI-LNDT-SW-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SINGLE|INST×GX-07,d3-invoker-thorns,Thorns Invoker,d3,d3,T1,deep,False,,,GX-07,solo,single,instant,stat-is-the-weapon,low,physical,0.8,,,,,set-era;late-sets;s39,kb;mx,blocked-new,thorns/stat-retaliation channel,"Damage BY being hit — Invoker converts the Thorns stat into the whole offense; stand in the crowd, punish every swing against you; the defen"
WMMFSI-MLDT-SP-FI-~~,WMMFSI-MLDT-SP-FI-~~,,,12,1,T1,1,0,1,True,canon,SOLO|LARGE|INST×GX-03,le-judgement-paladin,Judgement Paladin,le,le,T1,deep,False,,,GX-03,solo,large-AOE,instant,zone-paint,med,fire,0.82,,,,,1.0-launch;1.2-woven;1.4-omens,lb;kb,blocked-new,mark/tag ledger + consume-trigger operators,Slam that consecrates the ground — the zone heals you and burns them while Judgement echoes rain down; melee-caster hybrid painting holy ter
WMMFSI-MNMT-SP-PH-~~,WMMFSI-MNMT-SP-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SINGLE|INST×econ:spend,d2-smiter,Smiter,d2,d2,T1,deep,False,,,,solo,single,instant,none,charge-med,physical,0.88,,,,,lod-1.10+;d2r,od;kb,have-core,direct-hit instant verbs native,"Smite shield-bashes with auto-hit, stun, and crushing-blow percent-HP shred — THE uber-boss executioner role build."
WMMFSI-MSMT-MT-PH-~~,WMMFSI-MSMT-MT-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×GX-02,le-werebear-druid,Werebear Druid,le,le,T1,deep,False,,,GX-02 GX-19,solo,small-AOE,instant,rage-drain-form,med,physical,0.73,,,,,beta-0.8-0.9;1.0-launch;1.4-omens,mx-le;eg;kb,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,"The bear form with its own bar — swipe, roar, maul on rage-drain fuel, massive built-in tankiness; the Season 4 bossing lists run it as a Sh"
WMMFSI-_SDT-RS-HO-~~,WMMFSI-_SDT-RS-HO-~~,,,11,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×GX-05,d4-auradin-paladin,Auradin Paladin,d4,d4,T1,deep,False,,,GX-05,solo,small-AOE,instant,passive-aura,walk-forward,holy,0.43,,,,,loh-s13-14,gl;sky,partial,reservation/aura toggles — loot-operator extension,Stacked holy auras pulse passive damage around the walking Paladin — the D2 Dream-Auradin lineage rebuilt as a first-class archetype two dec
WMMSSI-KCDD-AM-PH-~~,WMMSSI-KCDD-AM-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|CHAIN|INST×GX-03,d3-uliana-ep,Uliana Exploding Palm,d3,d3,T1,deep,False,,,GX-03 GX-01,solo,chain,instant,mark-then-consume,skill-IS-movement,physical,0.8,,,,,set-era;late-sets;s39,db;kb,blocked-new,mark/tag ledger + consume-trigger operators,"Mark everything with Exploding Palm, then Seven-Sided Strike DETONATES every mark in a teleporting blur — the genre's cleanest mark-then-mas"
WMMSSI-KSDT-SP-PH-~~,WMMSSI-KSDT-SP-PH-~~,,,12,1,T1,1,1,1,False,canon,SOLO|SMALL|INST×GX-01,d3-shield-bash,Shield Bash,d3,d3,T1,negative,True,,,GX-01,solo,small-AOE,instant,wrath-starved,skill-IS-movement,physical,0.8,,,,,ros-early,kb,partial,dash/blink verb — sim support verify; deflect riders new,Launch-era Roland's flagship whose resource cost and damage were nerfed into oblivion in 2.1 and NEVER rehabilitated across twelve years of 
WMMSSI-LLDT-MT-PH-~~,WMMSSI-LLDT-MT-PH-~~,,,12,1,T1,1,0,1,True,canon,SOLO|LARGE|INST×GX-02,d4-pulverize,Pulverize Druid,d4,d4,T1,deep,False,,,GX-02,solo,large-AOE,instant,spirit-spender,low,physical,0.83,,,,,launch-s1-3;loot-reborn-s4-5,sky;kb,blocked-new,form-swap stat-block hotswap,"Werebear ground-slam shockwaves rolling forward off overpower windows — the launch druid's identity build; slow, wide, and satisfying, form-"
WRHFHI-HMDM-SP-CH-~~,WRHFHI-HMDM-SP-CH-~~,,,12,1,T1,1,0,1,True,canon,HEAVY|MULTI|INST×GAP-P1-01,poe1-forbidden-rite,Forbidden Rite,poe1,poe1,T1,deep,False,,,GAP-P1-01 GAP-P1-03,heavy,multi-spawn,instant,life-cost-outsourced-to-totems,high-while-totems-work,chaos,0.77,,,,,3.14-3.19;3.20+,kb,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,The spell costs LIFE and deals chaos nova plus seeking projectiles; totem delivery makes the totems pay the blood price instead — self-damag
WRHFHI-MNDM-SP-PO-~~,WRHFHI-MNDM-SP-PO-~~,,,12,1,T1,1,0,1,True,canon,HEAVY|SINGLE|INST×GX-11,d3-zuni-carnevil,Zunimassa Carnevil,d3,d3,T1,deep,False,,,GX-11,heavy,single,instant,mana-light,med,poison,0.82,,,,,set-era;late-sets;s39,bm3;kb,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,Carnevil makes your fetish swarm FIRE POISON DARTS every time YOU do — twenty-three tiny blowguns echoing the player's trigger finger; the s
WRHFSI-HNDD-SP-LI-~~,WRHFSI-HNDD-SP-LI-~~,,,12,1,T1,1,1,1,False,canon,SOLO|SINGLE|INST×econ:spend,d4-wind-shear,Wind Shear Druid,d4,d4,T1,negative,True,,,,solo,single,instant,generator,high,lightning,0.87,,,,,launch-s1-3;loot-reborn-s4-5,kb,have-core,direct-hit instant verbs native,"The storm basic that never found its Heartseeker moment — a ranged generator in a class whose aspect economy authored bears, wolves, and sto"
WRHFSI-MSDM-SP-HO-~~,WRHFSI-MSDM-SP-HO-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×econ:spend,d3-aov-foth,AoV Fist of the Heavens,d3,d3,T1,deep,False,,,,solo,small-AOE,instant,wrath-spender,med,holy,0.82,,,,,late-sets;s39,db;kb,have-core,direct-hit instant verbs native,"Aegis of Valor's holy lightning bolts from heaven — the D2 FoHdin homage as a D3 set, ranged smiting with Heaven's Fury beam swaps; the buff"
WRHVLI-HCMM-SP-LI-~~,WRHVLI-HCMM-SP-LI-~~,,,12,1,T1,1,0,1,True,canon,LIGHT|CHAIN|INST×econ:spend,poe1-storm-brand,Storm Brand,poe1,poe1,T1,deep,False,,,,light,chain,instant,brand-attach-recall-cycle,high-while-brands-work,lightning,0.78,,,,,3.0-3.6;3.7-3.13,kb,verify,no rule matched — Mac pass to classify,Brand attaches and periodically zaps nearby enemies with chaining lightning while you keep moving — the set-and-forget attached-turret caste
WRHVSI-HMDM-SP-LI-~~,WRHVSI-HMDM-SP-LI-~~,,,12,1,T1,1,0,1,True,canon,SOLO|MULTI|INST×econ:spend,poe1-spark,Spark,poe1,poe1,T1,deep,False,,,,solo,multi-spawn,instant,mana-mid,very-high,lightning,0.83,,,,,1.x;2.x;3.14-3.19;3.20+,kb,have-core,direct-hit instant verbs native,"Sprays duration projectiles that wander randomly, bouncing off walls until they find flesh — corridor-flooding stochastic swarm; reborn as t"
WRHVSI-MSDM-SP-LI-~~,WRHVSI-MSDM-SP-LI-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×GAP-P1-08,poe1-archmage,Archmage Mana Stacker,poe1,poe1,T1,deep,False,,,GAP-P1-08,solo,small-AOE,instant,mana-as-weapon-and-shield,med,lightning,0.75,,,,,3.7-3.13;3.20+,kb,have-core,direct-hit instant verbs native,Mechanic-modifier archetype: lightning spell damage scales off unreserved MANA — the resource pool IS the weapon and (via MoM) the shield; h
WRHVSI-MSMM-SP-LI-~~,WRHVSI-MSMM-SP-LI-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×GAP-P1-06,poe1-ball-lightning,Ball Lightning,poe1,poe1,T1,deep,False,,,GAP-P1-06,solo,small-AOE,instant,mana-mid,med,lightning,0.78,,,,,3.0-3.6;3.7-3.13,kb,have-core,direct-hit instant verbs native,Slow orb drifts forward zapping everything near it many times per second — slower projectile means MORE hits; the inverse-velocity damage od
WRLSLI-HLDT-CD-PH-~~,WRLSLI-HLDT-CD-PH-~~,,,12,1,T1,1,0,1,True,canon,LIGHT|LARGE|INST×GX-01,d3-lon-bombardment,LoN Bombardment,d3,d3,T1,deep,False,,,GX-01,light,large-AOE,instant,cooldown-rotation,very-high,physical,0.72,,,,,set-era;late-sets,kb,partial,dash/blink verb — sim support verify; deflect riders new,Legacy of Nightmares ancient-item stacking turns Bombardment's off-screen boulder barrage into a one-cooldown build — ride Norvald's charge 
WRMFLI-HSDM-SP-FI-~~,WRMFLI-HSDM-SP-FI-~~,,,12,1,T1,1,0,1,True,canon,LIGHT|SMALL|INST×econ:spend,poe1-armageddon-brand,Armageddon Brand,poe1,poe1,T1,deep,False,,,,light,small-AOE,instant,brand-attach-recall-cycle,high-while-brands-work,fire,0.78,,,,,3.0-3.6;3.7-3.13,kb,verify,no rule matched — Mac pass to classify,Brand attaches to an enemy and periodically calls meteors on it while you run; recall and re-throw — attach-an-emitter-to-the-target caster.
WRMSHI-HLDM-SP-FI-~~,WRMSHI-HLDM-SP-FI-~~,,,12,1,T1,1,0,1,True,canon,HEAVY|LARGE|INST×GAP-P1-03,poe1-pizza-sticks,Pizza Sticks,poe1,poe1,T1,deep,False,,,GAP-P1-03 GAP-P1-04,heavy,large-AOE,instant,totem-cycle,high-while-totems-work,fire,0.8,,,,,3.0-3.6,kb,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,"Totems channel Flameblast to full stages and detonate, over and over — the CHANNEL COMMITMENT outsourced to proxies; you just place the pizz"
WRMSSC-RLDM-SP-LI-~~,WRMSSC-RLDM-SP-LI-~~,,,12,1,T1,1,0,1,True,canon,SOLO|LARGE|CHAN×GAP-P1-04,poe1-divine-ire,Divine Ire,poe1,poe1,T1,moderate,False,,,GAP-P1-04,solo,large-AOE,channel,mana-per-tick,rooted-while-channel,lightning,0.83,,,,,3.0-3.6;3.7-3.13,kb,blocked-new,sustained-stream/channel verb + movement-tax tuning,"Channel gathers charge by zapping nearby enemies, release fires a screen-length annihilation beam — gather-then-lance."
WRMSSI-HSDM-SP-LI-~~,WRMSSI-HSDM-SP-LI-~~,,,12,1,T1,1,0,1,True,canon,SOLO|SMALL|INST×econ:spend,d2-fohdin,FoHdin,d2,d2,T1,deep,False,,,,solo,small-AOE,instant,mana-hungry,teleport-high(Enigma),lightning,0.78,,,,,lod-pvp;d2r-2.4+,ph;kb,have-core,direct-hit instant verbs native,Fist of the Heavens strikes targeted lightning with holy-bolt shrapnel; 2.4 removed the casting delay and a PvP classic became PvE canon — t
WRMVHI-HMDM-SP-LI-~~,WRMVHI-HMDM-SP-LI-~~,,,12,1,T1,1,0,1,True,canon,HEAVY|MULTI|INST×GX-07,poe2-archmage-totems,Archmage Totems Oracle,poe2,poe2,T1,deep,False,,,GX-07,heavy,multi-spawn,instant,mana-as-weapon-outsourced,high-while-totems-work,lightning,0.47,,,,,0.5-ancients,mb2;mt,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,Totems cast mana-scaled spells at NO COST to the player while the Oracle chassis keeps its defenses — Archmage economics outsourced to proxi
_DHFLI-PLDM-HV-__-~~,_DHFLI-PLDM-HV-__-~~,,,10,1,T3,1,0,1,True,canon,LIGHT|LARGE|INST×econ:harvest,vs-je-ne-viv,Je-Ne-Viv (Insatiable),vs,vs,T3,deep,False,,,,light,large-AOE,instant,harvest-stats-as-damage,player-verb,n/a,0.78,,,,,vs-dlc-era;vs-1.13-14-2025+,vv;pg,verify,no rule matched — Mac pass to classify,"Her weapon scales with MAGNET and GREED — the pickup-economy stats converted directly into damage, plus a Shadow Servant proxy; the harvest-"
_DHFSI-PMDD-RC-__-~~,_DHFSI-PMDD-RC-__-~~,,,10,1,T3,1,0,1,True,canon,SOLO|MULTI|INST×GX-09,vs-death-spiral,Death Spiral (Axe evo),vs,vs,T3,deep,False,,,GX-09,solo,multi-spawn,instant,evolution-recipe,player-verb,n/a,0.83,,,,,vs-1.0-2022;vs-1.13-14-2025+,cg;kb,designed-addendum,rotational/orbital substrate addendum — build pending,Axes become a full rotating SPIRAL sweeping outward around the body — the arc-throw promoted to whole-circle geometry; the Reaper's own weap
_DHFSI-PMDD-SP-__-~~,_DHFSI-PMDD-SP-__-~~,,,10,1,T3,1,0,1,True,canon,SOLO|MULTI|INST×GX-13,vs-red-death,Red Death / Mask of the Red Death,vs,vs,T3,deep,False,,,GX-13,solo,multi-spawn,instant,unlock-trophy,player-verb,n/a,0.82,,,,,vs-1.0-2022;vs-1.13-14-2025+,cg;dd;kb,have-core,reap/possession is RDR-native,"Kill the Reaper, BECOME the Reaper — 100% move speed, Death Spiral synergy, unlocked by slaying the thing that ends every run; the Japanese "
_DHFSI-PMDG-SP-__-~~,_DHFSI-PMDG-SP-__-~~,,,10,1,T3,1,0,1,True,canon,SOLO|MULTI|INST×GX-09,hot-sage-ring-blades,Ring Blades Sage,hot,hot,T3,deep,False,,,GX-09,solo,multi-spawn,instant,single-axis-scaling,player-verb,n/a,0.85,,,,,hot-1.1-2026,sf-hot,designed-addendum,rotational/orbital substrate addendum — build pending,Orbiting blade rings with range and coverage stacked until 'everything dies before it gets on screen' — the forum's own words for the curren
_DHFSI-PNDD-RC-__-~~,_DHFSI-PNDD-RC-__-~~,,,10,1,T3,1,0,1,True,canon,SOLO|SINGLE|INST×GX-10,vs-heaven-sword,Heaven Sword (Cross evo),vs,vs,T3,deep,False,,,GX-10,solo,single,instant,evolution-recipe,player-verb,n/a,0.83,,,,,vs-1.0-2022;vs-1.13-14-2025+,eg;kb,blocked-new,return-path/carom projectile solver,"The cross flies out and BOOMERANGS back through everything twice — the return-path archetype in its simplest shipped form, in the game where"
_DHFSI-PSDD-DW-__-~~,_DHFSI-PSDD-DW-__-~~,,,10,1,T3,1,0,1,True,canon,SOLO|SMALL|INST×GX-21,hot-dragons-breath,Dragon's Breath (burn stream),hot,hot,T3,deep,False,,,GX-21,solo,small-AOE,instant,stack-scaling,player-verb,n/a,0.83,,,,,hot-1.0-2024;hot-1.1-2026,sf-hot,blocked-new,sustained-stream/channel verb + movement-tax tuning,The continuous flame cone whose burn stacks compound with targets hit — Refined Flame and Fire Stream upgrades push it to five-digit ticks p
_DHFSI-PSDM-SP-__-~~,_DHFSI-PSDM-SP-__-~~,,,10,1,T3,1,0,1,True,canon,SOLO|SMALL|INST×GX-21,hot-exterminator-burn,Burn Exterminator,hot,hot,T3,deep,False,,,GX-21,solo,small-AOE,instant,single-axis-scaling,player-verb,n/a,0.83,,,,,hot-1.0-2024;hot-1.1-2026,pg;kb,blocked-new,sustained-stream/channel verb + movement-tax tuning,The flamethrower class scaling one thing — BURN — with survivability behind it; the July 2026 guide literally uses it as the template for ho
_DLFLI-PLDM-RC-__-~~,_DLFLI-PLDM-RC-__-~~,,,10,1,T3,1,0,1,True,canon,LIGHT|LARGE|INST×GX-18,vs-la-borra,La Borra (Santa Water evo),vs,vs,T3,deep,False,,,GX-18,light,large-AOE,instant,evolution-recipe,player-verb,n/a,0.78,,,,,vs-1.0-2022;vs-1.13-14-2025+,sg;eg,partial,persistent/mobile zone entities — VFX slot model adjacent; follow-zones new,Holy puddles that GROW and FOLLOW the player — evolved Santa Water converts zone-paint into a mobile moat that travels with the walk; the fo
_DLSSI-PNCM-RC-__-~~,_DLSSI-PNCM-RC-__-~~,,,10,1,T3,1,0,1,True,canon,SOLO|SINGLE|INST×GX-18,vs-infinite-corridor-crimson-shroud,Infinite Corridor + Crimson Shroud (Death-kill tech),vs,vs,T3,deep,False,,,GX-18,solo,single,instant,relic-gated-recipe,player-verb,n/a,0.8,,,,,vs-1.0-2022;vs-1.13-14-2025+,sg;kb,partial,persistent/mobile zone entities — VFX slot model adjacent; follow-zones new,Clock Lancet plus the ring pair becomes Infinite Corridor (HALVES enemy health on freeze beams); Laurel plus the metaglios becomes Crimson S
_DLSSW-_LD_-SP-__-~~,_DLSSW-_LD_-SP-__-~~,,,8,1,T2,1,0,1,True,canon,SOLO|LARGE|WIND×GX-14,hades2-medea-skull-cast,62-Fear Medea Skull Build,hades,hades2,T2,deep,False,narrow-scope,,GX-14,solo,large-AOE,wind-up,finite-payload-lob,n/a,n/a,0.53,,,,62 Fear (title-telemetry),hades2-post1.0-2026,mb-h,blocked-new,finite-ammo/consumable economy,"The heavy detonating-projectile weapon under a cast-centric Medea aspect, verified at 62 Fear in the build's own title — title-telemetry con"
_DLVHI-PNDD-HV-__-~~,_DLVHI-PNDD-HV-__-~~,,,10,1,T3,1,1,1,False,canon,HEAVY|SINGLE|INST×GX-12,vs-gatti-amari,Gatti Amari (as drafted),vs,vs,T3,negative,True,,,GX-12,heavy,single,instant,anti-harvest,player-verb,n/a,0.77,,,,,vs-1.0-2022,kb,partial,soul-control troop command exists; turret/pet AI variants + summon economy needed,"Summoned cats that wander, eat your pickups, and occasionally attack — the arsenal's documented chaos-negative, drafted for the meme and cut"
_DMFLI-PSDD-RC-__-~~,_DMFLI-PSDD-RC-__-~~,,,10,1,T3,1,0,1,True,canon,LIGHT|SMALL|INST×GX-09,vs-vandalier,Vandalier (Peachone+Ebony Wings union),vs,vs,T3,deep,False,,,GX-09,light,small-AOE,instant,union-recipe,player-verb,n/a,0.8,,,,,vs-1.0-2022,sg;kb,blocked-new,union/recipe evolution system (pair-grain authoring),"TWO weapons fuse into one — the bird pair unions into Vandalier, freeing a slot and doubling the bombardment; pair-grain authorship in ITEM "
_DMFLI-PSDD-SU-__-~~,_DMFLI-PSDD-SU-__-~~,,,10,1,T3,1,0,1,True,canon,LIGHT|SMALL|INST×GX-11,hot-kugelblitz,Kugelblitz (wandering ball lightning),hot,hot,T3,deep,False,,,GX-11,light,small-AOE,instant,uptime-passive,player-verb,n/a,0.82,,,,,hot-ea-2023;hot-1.0-2024,kb,partial,echo/clone actors — troop-command adjacent,"A crackling ball of lightning that WANDERS the field on its own path, zapping whatever it drifts past — the wandering-hazard archetype's sur"
_DMFLI-PSDM-SP-__-~~,_DMFLI-PSDM-SP-__-~~,,,10,1,T3,1,0,1,True,canon,LIGHT|SMALL|INST×econ:spend,hot-warlock,Warlock (summon caster),hot,hot,T3,moderate,False,,,,light,small-AOE,instant,single-axis-scaling,player-verb,n/a,0.72,,,,,hot-1.0-2024;hot-1.1-2026,sf-hot;kb,verify,no rule matched — Mac pass to classify,"The dark-caster seat of the roster, forum-cited as a damage-quest workhorse — the SEVENTH game in the corpus to ship a class named Warlock, "
