t_s,colour,area,cx,cy,ground_r_px
864.4667,green,88,1292.3,1025.0,1158.5
864.4833,cyan,183,1148.7,90.8,657.4
864.4833,cyan,63,1129.9,99.5,636.6
864.4833,cyan,741,641.9,507.9,350.4
864.4833,cyan,58,1052.7,538.2,223.5
864.4833,cyan,897,1370.7,612.6,534.3
864.4833,cyan,1352,892.9,622.0,365.6
864.4833,cyan,469,968.5,636.3,386.2
864.4833,cyan,549,1407.1,670.0,633.5
864.4833,cyan,49,1420.2,659.7,629.6
864.4833,cyan,104,525.5,691.4,653.9
864.4833,cyan,894,1412.4,705.2,685.1
864.4833,cyan,143,420.0,742.7,795.5
864.4833,cyan,603,441.3,756.3,800.3
864.4833,cyan,139,469.4,750.7,774.3
864.4833,cyan,1370,763.0,902.3,903.2
864.4833,cyan,132,1342.3,919.9,990.9
864.4833,cyan,1960,1287.9,983.4,1083.2
864.4833,cyan,428,1077.6,983.6,1039.5
864.4833,cyan,500,508.7,1009.4,1171.2
864.4833,green,57,1144.0,46.9,735.0
864.4833,green,122,1152.7,70.6,694.7
864.4833,green,50,1128.5,115.6,607.5
864.4833,green,55,1487.1,171.5,712.6
864.4833,green,50,137.7,216.0,913.0
864.4833,green,53,1832.8,295.2,907.6
864.4833,green,56,1813.4,312.2,880.7
864.4833,green,44,1000.8,310.2,225.0
864.4833,green,126,179.8,320.6,805.8
864.4833,green,175,1004.0,337.5,176.0
864.4833,green,334,245.3,349.6,729.9
864.4833,green,65,213.3,356.2,758.9
864.4833,green,55,94.1,366.3,873.7
864.4833,green,200,125.4,366.5,842.6
864.4833,green,56,1836.2,425.7,876.3
864.4833,green,203,960.9,429.0,0.9
864.4833,green,117,1877.2,442.5,917.5
864.4833,green,1401,1749.8,473.5,794.1
864.4833,green,3063,1845.5,505.4,896.8
864.4833,green,76,1798.8,526.9,858.4
864.4833,green,414,1382.2,557.8,485.6
864.4833,green,362,695.4,609.6,427.9
864.4833,green,88,1369.4,664.1,599.4
864.4833,green,48,1233.6,668.2,522.7
864.4833,green,94,703.7,667.4,512.6
864.4833,green,349,1215.2,678.8,530.5
864.4833,green,53,1257.8,674.8,546.1
864.4833,green,110,807.0,675.5,483.9
864.4833,green,43,1247.5,675.6,541.7
864.4833,green,90,718.7,674.9,517.5
864.4833,green,115,1269.8,683.2,565.6
864.4833,green,96,1233.2,696.0,567.4
864.4833,green,154,1289.6,704.2,609.3
864.4833,green,102,872.0,705.9,523.0
864.4833,green,105,1200.9,710.5,576.9
864.4833,green,130,738.5,713.7,574.6
864.4833,green,222,716.2,723.3,599.9
864.4833,green,2148,1233.9,744.8,648.7
864.4833,green,87,1178.0,730.2,601.8
864.4833,green,45,1276.0,763.0,697.7
864.4833,green,113,1321.6,765.7,723.9
864.4833,green,46,1245.5,778.6,710.9
864.4833,green,393,1230.2,855.4,838.7
864.4833,green,189,1060.8,989.8,1049.1
864.4833,green,79,1219.9,1002.9,1099.8
864.4833,green,50,1209.7,998.8,1090.1
864.4833,green,528,1277.8,1003.5,1116.0
864.4833,green,89,1292.3,1025.2,1159.0
864.5,cyan,253,1146.9,111.5,620.2
864.5,cyan,768,646.5,509.3,347.3
864.5,cyan,61,1058.7,539.9,228.9
864.5,cyan,879,1378.8,614.1,542.4
864.5,cyan,1891,931.9,629.9,375.1
864.5,cyan,183,860.5,619.6,368.5
864.5,cyan,175,1418.0,661.7,630.5
864.5,cyan,98,1407.3,673.4,638.1
864.5,cyan,90,1421.3,676.1,651.5
864.5,cyan,974,1419.1,706.9,691.8
864.5,cyan,60,539.5,693.5,647.6
864.5,cyan,754,442.3,754.9,797.6
864.5,cyan,137,476.2,750.8,770.2
864.5,cyan,1451,770.4,904.7,906.0
864.5,cyan,132,1348.9,922.2,997.4
864.5,cyan,1962,1288.0,983.4,1083.2
864.5,cyan,455,1084.1,984.9,1042.6
864.5,cyan,459,513.5,1011.7,1173.3
864.5,green,89,1150.8,48.4,734.0
864.5,green,513,1150.9,83.2,671.6
864.5,green,58,1134.9,133.4,577.6
864.5,green,55,1487.1,171.5,712.6
864.5,green,73,139.6,218.2,909.5
864.5,green,56,1819.7,311.3,887.2
864.5,green,196,184.2,319.5,802.1
864.5,green,130,1011.1,342.8,168.4
864.5,green,397,249.2,348.0,726.7
864.5,green,3700,173.1,386.5,790.9
864.5,green,2537,94.5,448.8,866.3
864.5,green,41,1894.8,405.7,935.8
864.5,green,88,1841.7,424.2,881.8
864.5,green,219,960.0,429.0,0.0
864.5,green,88,1883.8,441.4,924.1
864.5,green,1394,1753.3,475.0,797.9
864.5,green,120,1826.5,467.8,869.6
864.5,green,2654,1857.8,509.8,910.3
864.5,green,70,1817.4,502.5,868.2
864.5,green,103,1803.5,528.4,863.6
864.5,green,369,1375.6,560.2,482.2
864.5,green,201,718.3,609.9,414.7
864.5,green,135,695.3,611.7,431.0
864.5,green,176,1373.4,665.2,603.7
864.5,green,53,1239.8,670.0,528.9
864.5,green,99,709.6,669.1,512.4
864.5,green,369,1221.7,680.3,536.1
864.5,green,263,1269.3,684.8,567.9
864.5,green,105,812.8,677.5,485.6
864.5,green,47,1254.1,677.1,547.7
864.5,green,87,723.3,677.0,519.0
864.5,green,103,1239.2,697.5,572.6
864.5,green,160,1295.5,705.7,614.9
864.5,green,110,878.0,707.1,524.3
864.5,green,94,1207.0,712.1,582.2
864.5,green,243,748.9,713.8,570.8
864.5,green,49,1221.8,719.3,600.7
864.5,green,107,725.7,723.9,597.1
864.5,green,2177,1239.5,746.9,654.6
864.5,green,86,1184.1,732.2,607.4
864.5,green,158,1325.1,765.3,725.0
864.5,green,40,1282.2,765.3,704.3
864.5,green,43,1251.9,780.6,716.8
864.5,green,207,1224.1,839.2,808.3
864.5,green,57,1236.5,858.6,846.5
864.5,green,152,1067.0,993.1,1055.9
864.5,green,79,1219.9,1002.9,1099.8
864.5,green,50,1209.7,998.8,1090.1
864.5,green,528,1278.2,1003.4,1116.0
864.5,green,89,1291.9,1025.3,1158.9
864.5167,cyan,419,1153.3,129.1,591.0
864.5167,cyan,799,650.5,510.1,344.4
864.5167,cyan,56,1064.8,541.7,234.6
864.5167,cyan,836,1387.5,615.1,550.3
864.5167,cyan,112,866.9,621.4,370.3
864.5167,cyan,1929,941.3,632.6,379.6
864.5167,cyan,277,1419.5,669.7,641.9
864.5167,cyan,1006,1425.4,708.1,697.6
864.5167,cyan,58,553.4,691.7,636.1
864.5167,cyan,783,449.2,756.5,795.5
864.5167,cyan,126,482.7,750.2,765.3
864.5167,cyan,1238,778.3,907.0,908.5
864.5167,cyan,128,1355.9,924.3,1003.7
864.5167,cyan,1949,1288.0,983.5,1083.4
864.5167,cyan,467,1090.8,987.5,1048.2
864.5167,cyan,393,516.9,1013.9,1175.9
864.5167,green,103,1157.7,50.2,732.7
864.5167,green,402,1159.2,77.9,683.5
864.5167,green,42,1163.2,98.8,647.6
864.5167,green,81,1152.7,110.4,623.8
864.5167,green,59,1141.0,151.2,548.1
864.5167,green,55,1487.1,171.5,712.6
864.5167,green,94,141.0,220.3,906.6
864.5167,green,52,167.0,242.6,865.7
864.5167,green,90,123.6,242.4,905.6
864.5167,green,40,159.5,306.0,832.6
864.5167,green,47,1819.5,311.9,886.7
864.5167,green,262,186.7,321.3,798.9
864.5167,green,192,1017.3,348.7,160.2
864.5167,green,3419,178.4,386.6,785.5
864.5167,green,361,254.0,350.2,721.0
864.5167,green,57,1903.7,406.3,944.7
864.5167,green,87,140.0,414.5,820.5
864.5167,green,2359,97.5,451.3,863.5
864.5167,green,128,1845.5,422.4,885.6
864.5167,green,215,959.8,429.0,0.2
864.5167,green,1327,1756.0,476.9,801.0
864.5167,green,2271,1864.0,508.5,916.1
864.5167,green,40,1792.0,492.6,840.4
864.5167,green,64,1799.7,500.5,850.2
864.5167,green,54,1823.8,503.6,874.9
864.5167,green,91,1825.3,535.7,887.9
864.5167,green,177,1871.6,551.3,939.6
864.5167,green,450,1378.8,562.0,486.6
864.5167,green,301,727.7,611.5,411.7
864.5167,green,117,700.6,613.0,429.8
864.5167,green,284,1377.8,666.4,608.3
864.5167,green,426,1229.9,681.3,541.8
864.5167,green,64,713.7,670.2,512.4
864.5167,green,125,1268.9,684.1,566.7
864.5167,green,53,1260.0,678.8,553.5
864.5167,green,96,818.0,679.5,487.6
864.5167,green,77,729.8,679.0,519.3
864.5167,green,125,1282.0,686.9,578.2
864.5167,green,93,746.1,687.2,526.2
864.5167,green,110,1245.4,699.2,578.5
864.5167,green,154,1302.0,707.1,620.6
864.5167,green,124,883.4,708.2,525.6
864.5167,green,338,757.3,714.9,569.6
864.5167,green,87,1213.3,714.1,588.3
864.5167,green,112,732.4,725.6,597.4
864.5167,green,2441,1240.9,747.7,656.6
864.5167,green,253,1329.2,765.8,727.9
864.5167,green,44,1288.4,767.4,710.6
864.5167,green,44,1258.2,782.8,723.1
864.5167,green,317,1229.3,839.6,810.7
864.5167,green,96,959.0,853.9,791.2
864.5167,green,61,1244.0,860.8,852.8
864.5167,green,153,1073.9,995.5,1061.2
864.5167,green,79,1219.9,1002.9,1099.8
864.5167,green,50,1209.7,998.8,1090.1
864.5167,green,538,1278.0,1003.4,1116.0
864.5167,green,92,1291.8,1025.4,1159.0
864.5333,cyan,390,1160.0,146.8,562.3
864.5333,cyan,790,653.8,510.7,341.9
864.5333,cyan,44,1071.1,544.3,241.8
864.5333,cyan,778,1397.0,615.9,558.6
864.5333,cyan,70,872.5,622.2,370.2
864.5333,cyan,1943,949.9,634.9,383.6
864.5333,cyan,77,1423.9,677.8,655.6
864.5333,cyan,784,1428.8,713.5,707.3
864.5333,cyan,771,456.1,758.4,793.8
864.5333,cyan,148,488.9,753.3,765.9
864.5333,cyan,1318,785.1,911.3,915.1
864.5333,cyan,137,1362.4,926.6,1010.3
864.5333,cyan,1946,1288.0,983.5,1083.5
864.5333,cyan,500,1097.6,989.8,1053.4
864.5333,cyan,278,520.5,1020.3,1185.6
864.5333,green,116,1165.8,52.1,731.4
864.5333,green,574,1165.7,77.3,686.4
864.5333,green,48,1171.0,102.1,644.3
864.5333,green,317,1171.8,122.1,609.5
864.5333,green,193,1147.2,136.7,575.6
864.5333,green,76,1146.8,168.1,520.5
864.5333,green,55,1487.1,171.5,712.6
864.5333,green,211,134.7,230.9,904.0
864.5333,green,44,195.2,235.3,845.5
864.5333,green,89,169.4,244.1,862.3
864.5333,green,102,159.8,305.1,832.8
864.5333,green,54,1828.5,311.8,895.5
864.5333,green,334,192.6,321.5,793.1
864.5333,green,477,260.5,353.7,713.4
864.5333,green,3488,182.2,387.2,781.7
864.5333,green,112,1023.9,351.2,158.4
864.5333,green,101,1913.4,409.6,954.0
864.5333,green,75,145.9,415.7,814.5
864.5333,green,181,1850.9,420.4,891.0
864.5333,green,2348,101.6,453.1,859.6
864.5333,green,219,960.0,429.0,0.0
864.5333,green,1446,1760.8,477.0,805.8
864.5333,green,2376,1871.1,509.5,923.3
864.5333,green,47,1830.7,504.7,882.1
864.5333,green,94,1832.3,537.3,895.3
864.5333,green,151,1877.3,549.9,944.5
864.5333,green,260,1378.5,564.6,488.8
864.5333,green,205,733.7,613.3,411.1
864.5333,green,62,704.4,615.4,431.0
864.5333,green,209,1384.9,668.3,615.7
864.5333,green,62,720.0,672.0,512.3
864.5333,green,97,824.1,680.9,488.3
864.5333,green,77,736.0,680.9,519.9
864.5333,green,146,753.7,689.8,527.6
864.5333,green,131,890.2,710.3,528.5
864.5333,green,265,765.2,716.8,570.3
864.5333,green,232,1209.8,744.5,638.4
864.5333,green,169,1336.6,767.9,735.0
864.5333,green,151,1235.7,841.6,816.4
864.5333,green,62,966.1,856.7,796.5
864.5333,green,147,1080.8,997.5,1065.6
864.5333,green,79,1219.9,1002.9,1099.8
864.5333,green,50,1209.7,998.8,1090.1
864.5333,green,533,1278.2,1003.5,1116.1
864.5333,green,96,1291.1,1025.5,1159.1
864.55,cyan,551,1172.2,169.0,528.6
864.55,cyan,713,658.3,511.5,338.5
864.55,cyan,49,1082.5,546.4,250.7
864.55,cyan,758,1407.5,617.8,569.1
864.55,cyan,2033,966.1,639.7,392.3
864.55,cyan,53,1050.4,655.6,431.6
864.55,cyan,48,584.4,676.5,594.6
864.55,cyan,50,592.2,682.7,598.7
864.55,cyan,1048,1442.3,717.0,721.3
864.55,cyan,790,465.3,761.0,791.9
864.55,cyan,164,498.0,759.0,768.9
864.55,cyan,981,793.2,917.5,924.8
864.55,cyan,113,818.7,913.5,913.2
864.55,cyan,135,1372.5,929.8,1019.8
864.55,cyan,1904,1287.9,984.0,1084.3
864.55,cyan,500,1107.7,992.6,1059.9
864.55,cyan,117,528.2,1039.4,1216.0
864.55,green,150,1177.6,54.6,730.3
864.55,green,639,1176.9,80.0,685.2
864.55,green,43,1182.7,105.1,643.0
864.55,green,183,1184.0,122.6,613.0
864.55,green,385,1161.8,150.2,557.0
864.55,green,44,1186.8,152.1,563.3
864.55,green,55,1487.1,171.5,712.6
864.55,green,147,1166.0,190.0,490.4
864.55,green,99,176.2,220.0,875.1
864.55,green,163,135.1,239.0,897.6
864.55,green,87,201.6,236.2,839.1
864.55,green,158,172.0,247.6,857.4
864.55,green,97,189.4,272.3,824.1
864.55,green,101,1877.8,299.9,948.8
864.55,green,87,1842.1,308.3,910.3
864.55,green,557,187.9,317.1,799.7
864.55,green,59,49.0,308.8,938.1
864.55,green,142,1835.9,335.7,893.0
864.55,green,2465,194.2,390.5,769.1
864.55,green,518,270.4,355.9,702.9
864.55,green,209,1033.2,359.4,148.9
864.55,green,123,179.4,361.8,790.6
864.55,green,398,148.5,368.6,819.2
864.55,green,105,83.2,391.2,879.6
864.55,green,61,565.6,388.5,401.5
864.55,green,463,1859.7,422.8,899.8
864.55,green,89,153.9,416.7,806.4
864.55,green,2508,105.4,453.1,855.7
864.55,green,214,959.6,429.0,0.4
864.55,green,1693,1767.7,475.7,812.4
864.55,green,2308,1880.0,515.4,933.9
864.55,green,52,1839.7,506.8,891.5
864.55,green,80,1841.2,538.6,904.6
864.55,green,63,1852.7,548.6,920.1
864.55,green,337,1384.6,567.6,496.9
864.55,green,99,766.4,615.2,397.2
864.55,green,226,744.0,616.1,409.9
864.55,green,48,712.7,618.6,431.0
864.55,green,52,416.7,621.2,650.6
864.55,green,75,1368.6,664.9,599.9
864.55,green,222,1391.8,670.5,623.5
864.55,green,102,833.1,683.8,491.2
864.55,green,74,765.8,695.0,532.1
864.55,green,140,898.4,712.0,530.7
864.55,green,383,780.1,717.6,566.8
864.55,green,47,1201.7,749.9,644.6
864.55,green,44,1322.5,757.1,710.5
864.55,green,170,1344.5,769.9,742.2
864.55,green,68,739.4,771.8,675.3
864.55,green,50,1233.0,825.8,787.8
864.55,green,170,1244.2,842.6,820.9
864.55,green,149,977.9,854.2,791.9
864.55,green,59,376.1,921.0,1086.4
864.55,green,137,1090.3,1000.8,1072.7
864.55,green,79,1219.9,1002.9,1099.8
864.55,green,50,1209.7,998.8,1090.1
864.55,green,533,1277.9,1003.5,1116.0
864.55,green,86,1291.4,1026.0,1160.0
864.5667,cyan,362,1174.9,193.1,489.0
864.5667,cyan,682,660.5,511.7,336.7
864.5667,cyan,718,1417.3,619.2,578.4
864.5667,cyan,1874,970.0,642.8,398.3
864.5667,cyan,62,1042.9,657.2,433.0
864.5667,cyan,52,608.7,679.6,584.1
864.5667,cyan,1059,1451.3,719.4,730.6
864.5667,cyan,166,505.4,751.2,752.7
864.5667,cyan,805,472.6,763.3,790.6
864.5667,cyan,991,801.8,918.9,926.0
864.5667,cyan,54,828.9,917.4,918.8
864.5667,cyan,134,1380.4,932.1,1026.9
864.5667,cyan,1891,1288.0,984.1,1084.5
864.5667,cyan,540,1115.5,995.4,1066.1
864.5667,cyan,129,531.7,1038.7,1213.5
864.5667,green,109,1186.1,57.4,728.0
864.5667,green,600,1185.3,81.3,685.5
864.5667,green,57,1192.8,123.7,614.4
864.5667,green,383,1181.7,155.8,555.0
864.5667,green,184,1163.7,178.2,509.5
864.5667,green,54,1487.0,171.5,712.6
864.5667,green,401,175.7,241.3,858.7
864.5667,green,89,205.4,237.3,834.7
864.5667,green,108,190.4,272.0,823.3
864.5667,green,62,179.5,288.4,823.2
864.5667,green,252,1878.6,295.7,951.6
864.5667,green,694,187.9,316.0,800.3
864.5667,green,177,1845.8,333.9,903.3
864.5667,green,540,278.0,357.2,695.0
864.5667,green,2293,199.1,390.3,764.3
864.5667,green,199,1040.5,367.0,140.8
864.5667,green,536,163.5,366.0,805.1
864.5667,green,67,571.2,390.2,395.5
864.5667,green,54,85.5,397.6,876.4
864.5667,green,240,1857.1,408.6,897.9
864.5667,green,98,159.3,417.9,801.0
864.5667,green,2682,110.5,453.4,850.7
864.5667,green,352,1874.6,437.5,914.8
864.5667,green,218,959.8,429.0,0.2
864.5667,green,1794,1774.9,476.6,819.7
864.5667,green,2128,1887.1,519.8,942.4
864.5667,green,41,1847.0,507.8,899.0
864.5667,green,230,1393.5,569.5,506.3
864.5667,green,43,1364.9,571.0,483.6
864.5667,green,163,778.0,616.3,393.4
864.5667,green,150,751.5,618.3,409.6
864.5667,green,64,423.2,623.2,647.3
864.5667,green,133,1372.2,666.0,603.8
864.5667,green,128,1401.1,673.0,633.3
864.5667,green,89,839.1,686.2,494.0
864.5667,green,79,772.4,696.8,532.9
864.5667,green,192,806.8,711.4,547.8
864.5667,green,117,905.4,716.2,537.6
864.5667,green,226,784.2,721.4,572.2
864.5667,green,80,1209.6,752.5,652.1
864.5667,green,96,1327.1,757.2,712.9
864.5667,green,152,750.4,774.7,677.1
864.5667,green,116,1238.3,824.2,786.7
864.5667,green,180,988.9,850.2,784.8
864.5667,green,56,1252.1,845.4,828.7
864.5667,green,79,383.1,923.3,1086.3
864.5667,green,144,1098.9,1004.2,1080.0
864.5667,green,79,1219.9,1002.9,1099.8
864.5667,green,46,1209.6,999.3,1091.0
864.5667,green,532,1278.2,1003.5,1116.1
864.5667,green,88,1291.4,1025.9,1159.9
864.5833,cyan,336,1180.6,210.2,463.3
864.5833,cyan,782,667.3,514.5,333.2
864.5833,cyan,719,1424.3,620.3,585.2
864.5833,cyan,128,939.9,634.9,384.0
864.5833,cyan,401,971.7,639.1,391.3
864.5833,cyan,198,1015.7,670.8,453.7
864.5833,cyan,46,623.1,679.0,574.7
864.5833,cyan,1087,1458.6,722.2,739.4
864.5833,cyan,178,511.4,751.8,750.1
864.5833,cyan,811,479.3,765.0,789.0
864.5833,cyan,908,807.9,920.8,928.4
864.5833,cyan,139,1387.5,934.5,1033.9
864.5833,cyan,1885,1288.0,984.1,1084.6
864.5833,cyan,513,1122.2,997.8,1071.6
864.5833,green,112,1194.2,59.7,726.5
864.5833,green,604,1192.8,83.1,684.9
864.5833,green,277,1183.8,147.4,570.1
864.5833,green,559,1180.6,185.3,504.6
864.5833,green,54,1487.0,171.5,712.6
864.5833,green,117,1200.4,204.9,481.6
864.5833,green,98,182.7,227.6,863.1
864.5833,green,82,207.7,239.4,831.1
864.5833,green,161,175.0,252.6,850.9
864.5833,green,57,1892.7,267.3,980.1
864.5833,green,92,191.0,272.1,822.7
864.5833,green,135,182.2,286.1,822.1
864.5833,green,317,1884.4,293.7,958.2
864.5833,green,678,188.4,313.4,801.0
864.5833,green,52,1891.0,308.7,957.6
864.5833,green,64,1855.6,325.9,916.0
864.5833,green,258,224.3,348.5,750.8
864.5833,green,126,1847.7,342.1,902.3
864.5833,green,618,284.8,358.9,687.7
864.5833,green,2497,194.5,388.5,769.2
864.5833,green,171,1047.2,378.5,128.2
864.5833,green,165,577.1,392.0,389.0
864.5833,green,259,1864.7,407.8,905.5
864.5833,green,2748,115.7,453.8,845.5
864.5833,green,103,163.6,418.5,796.6
864.5833,green,72,240.7,420.2,719.5
864.5833,green,397,1883.4,439.2,923.5
864.5833,green,218,959.8,429.0,0.2
864.5833,green,1879,1781.3,477.4,826.2
864.5833,green,2042,1891.6,521.2,947.3
864.5833,green,43,1853.3,508.5,905.5
864.5833,green,188,1399.6,571.4,513.4
864.5833,green,88,1366.3,574.0,487.8
864.5833,green,202,788.6,618.4,392.2
864.5833,green,93,757.6,620.2,409.6
864.5833,green,174,429.9,624.9,643.4
864.5833,green,197,1374.6,666.9,606.8
864.5833,green,88,845.2,687.8,495.5
864.5833,green,71,778.7,699.2,534.9
864.5833,green,422,807.5,715.2,554.3
864.5833,green,102,912.4,718.6,541.4
864.5833,green,200,1330.3,755.8,712.4
864.5833,green,178,1206.4,757.4,659.3
864.5833,green,257,759.7,777.6,679.4
864.5833,green,194,1242.4,822.7,785.6
864.5833,green,229,998.5,842.7,771.3
864.5833,green,170,391.6,924.9,1084.4
864.5833,green,79,1219.9,1002.9,1099.8
864.5833,green,145,1105.4,1006.2,1084.7
864.5833,green,46,1209.6,999.3,1091.0
864.5833,green,534,1278.1,1003.5,1116.1
864.5833,green,89,1291.3,1026.0,1160.0
864.6,cyan,285,1188.4,228.9,437.0
864.6,cyan,732,670.4,516.1,331.9
864.6,cyan,43,1005.5,580.1,285.1
864.6,cyan,701,1432.4,623.3,595.0
864.6,cyan,53,640.0,679.3,565.5
864.6,cyan,959,1466.9,725.5,749.6
864.6,cyan,189,517.1,754.9,751.3
864.6,cyan,809,485.3,768.7,790.9
864.6,cyan,836,812.3,924.5,934.5
864.6,cyan,129,1394.4,938.6,1043.7
864.6,cyan,1889,1288.1,984.1,1084.5
864.6,cyan,507,1129.5,1001.9,1080.3
864.6,green,667,1201.4,83.7,686.8
864.6,green,1072,1192.3,174.4,527.9
864.6,green,54,1487.0,171.5,712.6
864.6,green,111,74.2,229.1,960.9
864.6,green,47,182.7,260.1,838.5
864.6,green,69,186.5,273.3,826.1
864.6,green,150,185.2,290.7,816.5
864.6,green,361,1893.1,298.4,964.3
864.6,green,241,167.2,305.1,825.7
864.6,green,295,211.5,323.2,774.0
864.6,green,298,275.1,354.4,698.9
864.6,green,144,1851.5,345.9,904.9
864.6,green,1901,204.4,394.2,758.4
864.6,green,161,165.0,374.5,801.5
864.6,green,241,1053.5,385.3,123.9
864.6,green,214,584.7,395.8,380.3
864.6,green,479,1875.9,420.4,916.0
864.6,green,3320,118.7,458.0,843.0
864.6,green,113,246.8,420.1,713.4
864.6,green,121,168.1,420.5,792.1
864.6,green,218,959.8,429.0,0.2
864.6,green,197,1896.6,446.3,937.2
864.6,green,2054,1788.5,478.9,833.7
864.6,green,1603,1890.5,527.6,948.4
864.6,green,259,1910.6,503.6,960.7
864.6,green,43,1859.9,511.4,912.9
864.6,green,132,1403.8,574.9,520.3
864.6,green,168,1368.6,577.7,493.5
864.6,green,297,799.4,621.5,392.8
864.6,green,247,438.5,628.7,640.5
864.6,green,252,1379.0,670.3,614.4
864.6,green,60,850.2,691.0,500.1
864.6,green,49,785.4,702.4,538.3
864.6,green,352,825.1,714.1,547.8
864.6,green,100,799.6,724.8,573.7
864.6,green,75,918.3,722.9,549.0
864.6,green,278,1334.6,756.7,716.1
864.6,green,60,1219.1,758.5,666.1
864.6,green,57,1204.2,763.6,669.2
864.6,green,198,764.7,780.6,683.2
864.6,green,284,1248.0,824.8,791.3
864.6,green,322,1006.6,843.7,773.7
864.6,green,252,400.6,928.4,1085.3
864.6,green,79,1219.9,1002.9,1099.8
864.6,green,141,1113.0,1009.5,1091.8
864.6,green,46,1209.6,999.3,1091.0
864.6,green,533,1278.4,1003.5,1116.1
864.6,green,94,1291.5,1026.0,1160.2
864.6167,cyan,203,1194.1,245.9,413.6
864.6167,cyan,649,671.8,517.1,331.6
864.6167,cyan,660,1439.8,626.1,604.1
864.6167,cyan,162,649.2,681.1,562.9
864.6167,cyan,53,1013.0,691.5,491.7
864.6167,cyan,799,1472.3,727.8,756.4
864.6167,cyan,201,523.2,757.1,751.1
864.6167,cyan,811,492.0,771.8,791.5
864.6167,cyan,41,524.0,784.3,792.4
864.6167,cyan,422,809.6,928.2,941.8
864.6167,cyan,136,1401.4,942.6,1053.4
864.6167,cyan,1892,1288.2,984.1,1084.5
864.6167,cyan,403,1136.1,1002.9,1083.1
864.6167,green,633,1208.8,88.0,682.1
864.6167,green,199,1198.3,149.2,573.0
864.6167,green,793,1199.5,181.6,519.3
864.6167,green,54,1487.0,171.5,712.6
864.6167,green,43,184.7,184.7,898.8
864.6167,green,239,1192.7,223.9,447.3
864.6167,green,142,86.3,229.1,949.7
864.6167,green,61,1210.3,234.2,440.7
864.6167,green,41,187.6,271.8,826.0
864.6167,green,155,187.2,293.4,813.1
864.6167,green,398,1898.2,302.0,967.5
864.6167,green,93,166.4,303.1,827.5
864.6167,green,55,226.3,302.2,770.7
864.6167,green,206,213.1,325.2,771.5
864.6167,green,274,278.1,356.3,695.3
864.6167,green,129,1858.8,348.3,911.3
864.6167,green,140,197.3,361.5,773.0
864.6167,green,1386,208.2,398.9,753.9
864.6167,green,91,167.7,376.9,798.2
864.6167,green,281,1059.5,390.2,123.0
864.6167,green,186,588.6,398.3,375.8
864.6167,green,432,1883.4,421.5,923.5
864.6167,green,73,236.9,411.5,723.8
864.6167,green,3427,123.2,459.1,838.6
864.6167,green,150,172.1,423.0,787.9
864.6167,green,73,250.4,425.2,709.7
864.6167,green,218,959.8,429.0,0.2
864.6167,green,203,1906.0,449.9,946.8
864.6167,green,2182,1795.3,480.9,840.9
864.6167,green,145,1877.1,472.5,920.7
864.6167,green,1702,1899.0,528.1,957.0
864.6167,green,55,1406.8,578.7,526.7
864.6167,green,211,1371.8,581.3,500.0
864.6167,green,365,808.2,624.8,395.0
864.6167,green,187,442.8,631.8,640.4
864.6167,green,354,1380.3,672.2,617.9
864.6167,green,91,856.5,694.8,505.7
864.6167,green,438,833.5,717.1,551.3
864.6167,green,79,924.3,725.7,553.7
864.6167,green,80,805.8,728.8,579.2
864.6167,green,315,1340.2,760.2,724.5
864.6167,green,46,1224.1,762.2,674.3
864.6167,green,111,1209.6,767.4,677.8
864.6167,green,236,771.5,784.7,688.7
864.6167,green,344,1254.8,828.7,800.5
864.6167,green,421,1013.8,844.1,774.9
864.6167,green,198,405.0,932.5,1089.5
864.6167,green,79,1219.9,1002.9,1099.8
864.6167,green,50,1209.7,998.8,1090.1
864.6167,green,141,1119.4,1011.8,1096.9
864.6167,green,526,1278.8,1003.4,1116.2
864.6167,green,91,1291.6,1026.0,1160.1
864.6333,cyan,203,1194.1,245.9,413.6
864.6333,cyan,612,669.5,516.1,332.7
864.6333,cyan,43,694.4,529.4,324.9
864.6333,cyan,660,1439.8,626.1,604.1
864.6333,cyan,167,649.3,681.1,563.0
864.6333,cyan,53,1013.0,691.5,491.7
864.6333,cyan,799,1472.3,727.8,756.4
864.6333,cyan,205,522.6,757.0,751.3
864.6333,cyan,845,491.9,772.2,792.2
864.6333,cyan,425,809.6,928.5,942.2
864.6333,cyan,136,1401.4,942.6,1053.4
864.6333,cyan,1877,1288.3,984.3,1084.9
864.6333,cyan,404,1136.1,1002.9,1083.1
864.6333,green,633,1208.8,88.0,682.1
864.6333,green,199,1198.3,149.2,573.0
864.6333,green,793,1199.5,181.6,519.3
864.6333,green,54,1487.0,171.5,712.6
864.6333,green,43,184.7,184.7,898.8
864.6333,green,235,1192.6,223.9,447.1
864.6333,green,142,86.3,229.1,949.7
864.6333,green,61,1210.3,234.2,440.7
864.6333,green,41,187.6,271.8,826.0
864.6333,green,155,187.2,293.4,813.1
864.6333,green,398,1898.2,302.0,967.5
864.6333,green,93,166.4,303.1,827.5
864.6333,green,55,226.3,302.2,770.7
864.6333,green,206,213.1,325.2,771.5
864.6333,green,274,278.1,356.3,695.3
864.6333,green,129,1858.8,348.3,911.3
864.6333,green,140,197.3,361.5,773.0
864.6333,green,1386,208.2,398.9,753.9
864.6333,green,91,167.7,376.9,798.2
864.6333,green,281,1059.5,390.2,123.0
