controller,field,base,crucible,changed
records/controllers/enemy/controller_thornedhorror.dbr,DodgeDistance,0.0,0.0,0
records/controllers/enemy/controller_thornedhorror.dbr,DodgeDelay,0,0,0
records/controllers/enemy/controller_thornedhorror.dbr,DodgeChance,0,0,0
records/controllers/enemy/controller_thornedhorror.dbr,MinDodgeDistance,0.0,0.0,0
records/controllers/enemy/controller_thornedhorror.dbr,LeadChance,0;50;100,0;50;100,0
records/controllers/enemy/controller_thornedhorror.dbr,RepositionChance,0,0,0
records/controllers/enemy/controller_thornedhorror.dbr,randomRepositionChance,0,0,0
records/controllers/enemy/controller_thornedhorror.dbr,minSwingPause,0.20000000298023224,0.20000000298023224,0
records/controllers/enemy/controller_thornedhorror.dbr,maxSwingPause,0.6000000238418579,0.6000000238418579,0
records/controllers/enemy/controller_thornedhorror.dbr,ignoreSleepingEnemies,True,True,0
records/controllers/enemy/controller_thornedhorror.dbr,randomEmoteChance,50,0,1
records/controllers/enemy/controller_thornedhorror.dbr,randomEmoteMinTime,6000,6000,0
records/controllers/enemy/controller_thornedhorror.dbr,randomEmoteMaxTime,10000,10000,0
records/controllers/enemy/controller_thornedhorror.dbr,ignorePetsChance,35,35,0
records/controllers/enemy/controller_thornedhorror.dbr,ignorePetsInterval,7000,7000,0
records/controllers/enemy/controller_thornedhorror.dbr,petAngerTransference,17,17,0
records/controllers/enemy/controller_thornedhorror.dbr,petTargetLevelRange,1000,1000,0
records/controllers/enemy/controller_thornedhorror.dbr,petTargetLeastAttacked,False,False,0
records/controllers/enemy/controller_thornedhorror.dbr,petTargetGreatestHealth,False,False,0
records/controllers/enemy/controller_thornedhorror.dbr,lootDropAttachPointName,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_thornedhorror.dbr,lootDropCallbackPoint,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_thornedhorror.dbr,dyingSkillCallbackPoint,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_viper_melee.dbr,ViewDistance,15.0,80.0,1
records/controllers/enemy/controller_viper_melee.dbr,pathingViewDistance,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_viper_melee.dbr,enemyTooClose,0.0,0.0,0
records/controllers/enemy/controller_viper_melee.dbr,InnerViewDistance,4.0,12.0,1
records/controllers/enemy/controller_viper_melee.dbr,MaxYViewDistance,10.0,20.0,1
records/controllers/enemy/controller_viper_melee.dbr,AngerTolerance,2.0,0.0,1
records/controllers/enemy/controller_viper_melee.dbr,AttackedAnger,12.0,15.0,1
records/controllers/enemy/controller_viper_melee.dbr,AllyAttackedAnger,8.0,8.0,0
records/controllers/enemy/controller_viper_melee.dbr,ForgiveRate,2.0,0.0,1
records/controllers/enemy/controller_viper_melee.dbr,SightAngerRate,6.0,5.0,1
records/controllers/enemy/controller_viper_melee.dbr,InnerSightAngerRate,10.0,10.0,0
records/controllers/enemy/controller_viper_melee.dbr,ProjectileAnger,4.0,5.0,1
records/controllers/enemy/controller_viper_melee.dbr,FleeBehavior,NeverFlee,NeverFlee,0
records/controllers/enemy/controller_viper_melee.dbr,FleeTime,0,0,0
records/controllers/enemy/controller_viper_melee.dbr,FleeTarget,AwayFromEnemy,AwayFromEnemy,0
records/controllers/enemy/controller_viper_melee.dbr,maxFleeCount,0,0,0
records/controllers/enemy/controller_viper_melee.dbr,FleeDelay,5000,5000,0
records/controllers/enemy/controller_viper_melee.dbr,FleeChance,0,0,0
records/controllers/enemy/controller_viper_melee.dbr,fleeDistance,8.0,8.0,0
records/controllers/enemy/controller_viper_melee.dbr,ClearAngerWhenFleeing,False,False,0
records/controllers/enemy/controller_viper_melee.dbr,ResetOriginAfterFleeing,False,False,0
records/controllers/enemy/controller_viper_melee.dbr,PursuitTime,10000,10000,0
records/controllers/enemy/controller_viper_melee.dbr,MaxPursuitDistance,75.0,125.0,1
records/controllers/enemy/controller_viper_melee.dbr,EmoteBeforePursuingChance,20,0,1
records/controllers/enemy/controller_viper_melee.dbr,BuffSelfBehavior,WheneverPossible,WheneverPossible,0
records/controllers/enemy/controller_viper_melee.dbr,BuffAllyBehavior,WheneverPossible,WheneverPossible,0
records/controllers/enemy/controller_viper_melee.dbr,DebuffEnemyBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,0
records/controllers/enemy/controller_viper_melee.dbr,healLeaderHealthPercentage,75,75,0
records/controllers/enemy/controller_viper_melee.dbr,healAllyHealthPercentage,75,75,0
records/controllers/enemy/controller_viper_melee.dbr,BuffAllyTargeting,BuffStrongest,BuffStrongest,0
records/controllers/enemy/controller_viper_melee.dbr,RoamBehavior,Roam,Roam,0
records/controllers/enemy/controller_viper_melee.dbr,MinRoamDistance,2.0,2.0,0
records/controllers/enemy/controller_viper_melee.dbr,RoamDistance,5.0,2.0,1
records/controllers/enemy/controller_viper_melee.dbr,MinTimeBeforeRoam,6000,2000,1
records/controllers/enemy/controller_viper_melee.dbr,MaxTimeBeforeRoam,12000,2000,1
records/controllers/enemy/controller_viper_melee.dbr,MinWanderDistance,2.0,2.0,0
records/controllers/enemy/controller_viper_melee.dbr,WanderDistance,0.0,0.0,0
records/controllers/enemy/controller_viper_melee.dbr,TeleportToLeaderDistance,40.0,40.0,0
records/controllers/enemy/controller_viper_melee.dbr,ChanceToIdleOnPatrol,20,0,1
records/controllers/enemy/controller_viper_melee.dbr,MinPatrolIdleTime,1000,1000,0
records/controllers/enemy/controller_viper_melee.dbr,MaxPatrolIdleTime,5000,5000,0
records/controllers/enemy/controller_viper_melee.dbr,ChanceToRespondToDistressCall,50,50,0
records/controllers/enemy/controller_viper_melee.dbr,DistressResponseBehavior,RespondToSameGroup,RespondToSameGroup,0
records/controllers/enemy/controller_viper_melee.dbr,DistressResponseGroup,Beast,Aetherial,1
records/controllers/enemy/controller_viper_melee.dbr,RandomAngerChance,0,0,0
records/controllers/enemy/controller_viper_melee.dbr,RandomAngerEvaluationTime,0,0,0
records/controllers/enemy/controller_viper_melee.dbr,DodgeDistance,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_viper_melee.dbr,DodgeDelay,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_viper_melee.dbr,DodgeChance,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_viper_melee.dbr,MinDodgeDistance,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_viper_melee.dbr,LeadChance,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_viper_melee.dbr,RepositionChance,0,0,0
records/controllers/enemy/controller_viper_melee.dbr,randomRepositionChance,0,0,0
records/controllers/enemy/controller_viper_melee.dbr,minSwingPause,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_viper_melee.dbr,maxSwingPause,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_viper_melee.dbr,ignoreSleepingEnemies,__ABSENT__,True,1
records/controllers/enemy/controller_viper_melee.dbr,randomEmoteChance,30,0,1
records/controllers/enemy/controller_viper_melee.dbr,randomEmoteMinTime,5000,5000,0
records/controllers/enemy/controller_viper_melee.dbr,randomEmoteMaxTime,10000,10000,0
records/controllers/enemy/controller_viper_melee.dbr,ignorePetsChance,0,0,0
records/controllers/enemy/controller_viper_melee.dbr,ignorePetsInterval,7000,7000,0
records/controllers/enemy/controller_viper_melee.dbr,petAngerTransference,12,12,0
records/controllers/enemy/controller_viper_melee.dbr,petTargetLevelRange,1000,1000,0
records/controllers/enemy/controller_viper_melee.dbr,petTargetLeastAttacked,False,False,0
records/controllers/enemy/controller_viper_melee.dbr,petTargetGreatestHealth,False,False,0
records/controllers/enemy/controller_viper_melee.dbr,lootDropAttachPointName,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_viper_melee.dbr,lootDropCallbackPoint,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_viper_melee.dbr,dyingSkillCallbackPoint,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_wendigo.dbr,ViewDistance,15.5,80.0,1
records/controllers/enemy/controller_wendigo.dbr,pathingViewDistance,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_wendigo.dbr,enemyTooClose,0.0,0.0,0
records/controllers/enemy/controller_wendigo.dbr,InnerViewDistance,4.0,12.0,1
records/controllers/enemy/controller_wendigo.dbr,MaxYViewDistance,10.0,10.0,0
records/controllers/enemy/controller_wendigo.dbr,AngerTolerance,1.0,0.0,1
records/controllers/enemy/controller_wendigo.dbr,AttackedAnger,12.0,15.0,1
records/controllers/enemy/controller_wendigo.dbr,AllyAttackedAnger,6.0,8.0,1
records/controllers/enemy/controller_wendigo.dbr,ForgiveRate,2.0,0.0,1
records/controllers/enemy/controller_wendigo.dbr,SightAngerRate,5.0,5.0,0
records/controllers/enemy/controller_wendigo.dbr,InnerSightAngerRate,8.0,10.0,1
records/controllers/enemy/controller_wendigo.dbr,ProjectileAnger,2.0,5.0,1
records/controllers/enemy/controller_wendigo.dbr,FleeBehavior,NeverFlee,NeverFlee,0
records/controllers/enemy/controller_wendigo.dbr,FleeTime,0,0,0
records/controllers/enemy/controller_wendigo.dbr,FleeTarget,AwayFromEnemy,__ABSENT__,1
records/controllers/enemy/controller_wendigo.dbr,maxFleeCount,0,0,0
records/controllers/enemy/controller_wendigo.dbr,FleeDelay,0,0,0
records/controllers/enemy/controller_wendigo.dbr,FleeChance,0,0,0
records/controllers/enemy/controller_wendigo.dbr,fleeDistance,0.0,0.0,0
records/controllers/enemy/controller_wendigo.dbr,ClearAngerWhenFleeing,False,False,0
records/controllers/enemy/controller_wendigo.dbr,ResetOriginAfterFleeing,False,False,0
records/controllers/enemy/controller_wendigo.dbr,PursuitTime,10000,10000,0
records/controllers/enemy/controller_wendigo.dbr,MaxPursuitDistance,75.0,125.0,1
records/controllers/enemy/controller_wendigo.dbr,EmoteBeforePursuingChance,15,0,1
records/controllers/enemy/controller_wendigo.dbr,BuffSelfBehavior,WheneverPossible,WheneverPossible,0
records/controllers/enemy/controller_wendigo.dbr,BuffAllyBehavior,WheneverPossible,WheneverPossible,0
records/controllers/enemy/controller_wendigo.dbr,DebuffEnemyBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,0
records/controllers/enemy/controller_wendigo.dbr,healLeaderHealthPercentage,75,75,0
records/controllers/enemy/controller_wendigo.dbr,healAllyHealthPercentage,75,75,0
records/controllers/enemy/controller_wendigo.dbr,BuffAllyTargeting,BuffStrongest,BuffStrongest,0
records/controllers/enemy/controller_wendigo.dbr,RoamBehavior,Roam,Roam,0
records/controllers/enemy/controller_wendigo.dbr,MinRoamDistance,3.0,2.0,1
records/controllers/enemy/controller_wendigo.dbr,RoamDistance,5.0,2.0,1
records/controllers/enemy/controller_wendigo.dbr,MinTimeBeforeRoam,6000,2000,1
records/controllers/enemy/controller_wendigo.dbr,MaxTimeBeforeRoam,12000,2000,1
records/controllers/enemy/controller_wendigo.dbr,MinWanderDistance,2.0,2.0,0
records/controllers/enemy/controller_wendigo.dbr,WanderDistance,0.0,0.0,0
records/controllers/enemy/controller_wendigo.dbr,TeleportToLeaderDistance,40.0,40.0,0
records/controllers/enemy/controller_wendigo.dbr,ChanceToIdleOnPatrol,__ABSENT__,0,1
records/controllers/enemy/controller_wendigo.dbr,MinPatrolIdleTime,__ABSENT__,1000,1
records/controllers/enemy/controller_wendigo.dbr,MaxPatrolIdleTime,__ABSENT__,5000,1
records/controllers/enemy/controller_wendigo.dbr,ChanceToRespondToDistressCall,75,75,0
records/controllers/enemy/controller_wendigo.dbr,DistressResponseBehavior,RespondToSameGroup,RespondToSameGroup,0
records/controllers/enemy/controller_wendigo.dbr,DistressResponseGroup,Undead,Aetherial,1
records/controllers/enemy/controller_wendigo.dbr,RandomAngerChance,0,0,0
records/controllers/enemy/controller_wendigo.dbr,RandomAngerEvaluationTime,0,0,0
records/controllers/enemy/controller_wendigo.dbr,DodgeDistance,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_wendigo.dbr,DodgeDelay,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_wendigo.dbr,DodgeChance,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_wendigo.dbr,MinDodgeDistance,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_wendigo.dbr,LeadChance,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_wendigo.dbr,RepositionChance,0,0,0
records/controllers/enemy/controller_wendigo.dbr,randomRepositionChance,0,0,0
records/controllers/enemy/controller_wendigo.dbr,minSwingPause,0.20000000298023224,0.20000000298023224,0
records/controllers/enemy/controller_wendigo.dbr,maxSwingPause,0.6000000238418579,0.6000000238418579,0
records/controllers/enemy/controller_wendigo.dbr,ignoreSleepingEnemies,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_wendigo.dbr,randomEmoteChance,__ABSENT__,0,1
records/controllers/enemy/controller_wendigo.dbr,randomEmoteMinTime,5000,5000,0
records/controllers/enemy/controller_wendigo.dbr,randomEmoteMaxTime,10000,10000,0
records/controllers/enemy/controller_wendigo.dbr,ignorePetsChance,0,0,0
records/controllers/enemy/controller_wendigo.dbr,ignorePetsInterval,7000,7000,0
records/controllers/enemy/controller_wendigo.dbr,petAngerTransference,12,12,0
records/controllers/enemy/controller_wendigo.dbr,petTargetLevelRange,1000,1000,0
records/controllers/enemy/controller_wendigo.dbr,petTargetLeastAttacked,False,False,0
records/controllers/enemy/controller_wendigo.dbr,petTargetGreatestHealth,False,False,0
records/controllers/enemy/controller_wendigo.dbr,lootDropAttachPointName,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_wendigo.dbr,lootDropCallbackPoint,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_wendigo.dbr,dyingSkillCallbackPoint,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_wraith.dbr,ViewDistance,15.0,80.0,1
records/controllers/enemy/controller_wraith.dbr,pathingViewDistance,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_wraith.dbr,enemyTooClose,3.0,0.0,1
records/controllers/enemy/controller_wraith.dbr,InnerViewDistance,4.0,12.0,1
records/controllers/enemy/controller_wraith.dbr,MaxYViewDistance,10.0,10.0,0
records/controllers/enemy/controller_wraith.dbr,AngerTolerance,0.0,0.0,0
records/controllers/enemy/controller_wraith.dbr,AttackedAnger,16.0,15.0,1
records/controllers/enemy/controller_wraith.dbr,AllyAttackedAnger,6.0,8.0,1
records/controllers/enemy/controller_wraith.dbr,ForgiveRate,1.0,0.0,1
records/controllers/enemy/controller_wraith.dbr,SightAngerRate,5.0,5.0,0
records/controllers/enemy/controller_wraith.dbr,InnerSightAngerRate,10.0,10.0,0
records/controllers/enemy/controller_wraith.dbr,ProjectileAnger,3.0,5.0,1
records/controllers/enemy/controller_wraith.dbr,FleeBehavior,NeverFlee,NeverFlee,0
records/controllers/enemy/controller_wraith.dbr,FleeTime,3000,0,1
records/controllers/enemy/controller_wraith.dbr,FleeTarget,TowardsAllies,__ABSENT__,1
records/controllers/enemy/controller_wraith.dbr,maxFleeCount,1,0,1
records/controllers/enemy/controller_wraith.dbr,FleeDelay,5000,0,1
records/controllers/enemy/controller_wraith.dbr,FleeChance,50,0,1
records/controllers/enemy/controller_wraith.dbr,fleeDistance,5.0,0.0,1
records/controllers/enemy/controller_wraith.dbr,ClearAngerWhenFleeing,False,False,0
records/controllers/enemy/controller_wraith.dbr,ResetOriginAfterFleeing,True,True,0
records/controllers/enemy/controller_wraith.dbr,PursuitTime,10000,10000,0
records/controllers/enemy/controller_wraith.dbr,MaxPursuitDistance,75.0,125.0,1
records/controllers/enemy/controller_wraith.dbr,EmoteBeforePursuingChance,20,0,1
records/controllers/enemy/controller_wraith.dbr,BuffSelfBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,0
records/controllers/enemy/controller_wraith.dbr,BuffAllyBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,0
records/controllers/enemy/controller_wraith.dbr,DebuffEnemyBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,0
records/controllers/enemy/controller_wraith.dbr,healLeaderHealthPercentage,80,80,0
records/controllers/enemy/controller_wraith.dbr,healAllyHealthPercentage,80,80,0
records/controllers/enemy/controller_wraith.dbr,BuffAllyTargeting,BuffStrongest,BuffStrongest,0
records/controllers/enemy/controller_wraith.dbr,RoamBehavior,Roam,Roam,0
records/controllers/enemy/controller_wraith.dbr,MinRoamDistance,2.0,2.0,0
records/controllers/enemy/controller_wraith.dbr,RoamDistance,5.0,2.0,1
records/controllers/enemy/controller_wraith.dbr,MinTimeBeforeRoam,6000,2000,1
records/controllers/enemy/controller_wraith.dbr,MaxTimeBeforeRoam,12000,2000,1
records/controllers/enemy/controller_wraith.dbr,MinWanderDistance,2.0,2.0,0
records/controllers/enemy/controller_wraith.dbr,WanderDistance,0.0,0.0,0
records/controllers/enemy/controller_wraith.dbr,TeleportToLeaderDistance,40.0,40.0,0
records/controllers/enemy/controller_wraith.dbr,ChanceToIdleOnPatrol,20,0,1
records/controllers/enemy/controller_wraith.dbr,MinPatrolIdleTime,1000,1000,0
records/controllers/enemy/controller_wraith.dbr,MaxPatrolIdleTime,5000,5000,0
records/controllers/enemy/controller_wraith.dbr,ChanceToRespondToDistressCall,100,100,0
records/controllers/enemy/controller_wraith.dbr,DistressResponseBehavior,RespondToSameGroup,RespondToSameGroup,0
records/controllers/enemy/controller_wraith.dbr,DistressResponseGroup,Undead,Aetherial,1
records/controllers/enemy/controller_wraith.dbr,RandomAngerChance,0,0,0
records/controllers/enemy/controller_wraith.dbr,RandomAngerEvaluationTime,0,0,0
records/controllers/enemy/controller_wraith.dbr,DodgeDistance,2.0,2.0,0
records/controllers/enemy/controller_wraith.dbr,DodgeDelay,5000,5000,0
records/controllers/enemy/controller_wraith.dbr,DodgeChance,30,30,0
records/controllers/enemy/controller_wraith.dbr,MinDodgeDistance,2.0,2.0,0
records/controllers/enemy/controller_wraith.dbr,LeadChance,50;75;100,50;75;100,0
records/controllers/enemy/controller_wraith.dbr,RepositionChance,0,0,0
records/controllers/enemy/controller_wraith.dbr,randomRepositionChance,5,5,0
records/controllers/enemy/controller_wraith.dbr,minSwingPause,0.4000000059604645,0.4000000059604645,0
records/controllers/enemy/controller_wraith.dbr,maxSwingPause,1.0,1.0,0
records/controllers/enemy/controller_wraith.dbr,ignoreSleepingEnemies,True,True,0
records/controllers/enemy/controller_wraith.dbr,randomEmoteChance,100,0,1
records/controllers/enemy/controller_wraith.dbr,randomEmoteMinTime,5000,5000,0
records/controllers/enemy/controller_wraith.dbr,randomEmoteMaxTime,10000,10000,0
records/controllers/enemy/controller_wraith.dbr,ignorePetsChance,35,35,0
records/controllers/enemy/controller_wraith.dbr,ignorePetsInterval,7000,7000,0
records/controllers/enemy/controller_wraith.dbr,petAngerTransference,17,17,0
records/controllers/enemy/controller_wraith.dbr,petTargetLevelRange,1000,1000,0
records/controllers/enemy/controller_wraith.dbr,petTargetLeastAttacked,False,False,0
records/controllers/enemy/controller_wraith.dbr,petTargetGreatestHealth,False,False,0
records/controllers/enemy/controller_wraith.dbr,lootDropAttachPointName,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_wraith.dbr,lootDropCallbackPoint,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_wraith.dbr,dyingSkillCallbackPoint,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_wraith_ranged.dbr,ViewDistance,15.0,80.0,1
records/controllers/enemy/controller_wraith_ranged.dbr,pathingViewDistance,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_wraith_ranged.dbr,enemyTooClose,3.0,0.0,1
records/controllers/enemy/controller_wraith_ranged.dbr,InnerViewDistance,4.0,12.0,1
records/controllers/enemy/controller_wraith_ranged.dbr,MaxYViewDistance,10.0,10.0,0
records/controllers/enemy/controller_wraith_ranged.dbr,AngerTolerance,0.0,0.0,0
records/controllers/enemy/controller_wraith_ranged.dbr,AttackedAnger,16.0,15.0,1
records/controllers/enemy/controller_wraith_ranged.dbr,AllyAttackedAnger,6.0,8.0,1
records/controllers/enemy/controller_wraith_ranged.dbr,ForgiveRate,1.0,0.0,1
records/controllers/enemy/controller_wraith_ranged.dbr,SightAngerRate,5.0,5.0,0
records/controllers/enemy/controller_wraith_ranged.dbr,InnerSightAngerRate,10.0,10.0,0
records/controllers/enemy/controller_wraith_ranged.dbr,ProjectileAnger,3.0,5.0,1
records/controllers/enemy/controller_wraith_ranged.dbr,FleeBehavior,NeverFlee,NeverFlee,0
records/controllers/enemy/controller_wraith_ranged.dbr,FleeTime,3000,0,1
records/controllers/enemy/controller_wraith_ranged.dbr,FleeTarget,TowardsAllies,__ABSENT__,1
records/controllers/enemy/controller_wraith_ranged.dbr,maxFleeCount,1,0,1
records/controllers/enemy/controller_wraith_ranged.dbr,FleeDelay,5000,0,1
records/controllers/enemy/controller_wraith_ranged.dbr,FleeChance,50,0,1
records/controllers/enemy/controller_wraith_ranged.dbr,fleeDistance,5.0,0.0,1
records/controllers/enemy/controller_wraith_ranged.dbr,ClearAngerWhenFleeing,False,False,0
records/controllers/enemy/controller_wraith_ranged.dbr,ResetOriginAfterFleeing,True,True,0
records/controllers/enemy/controller_wraith_ranged.dbr,PursuitTime,10000,10000,0
records/controllers/enemy/controller_wraith_ranged.dbr,MaxPursuitDistance,75.0,125.0,1
records/controllers/enemy/controller_wraith_ranged.dbr,EmoteBeforePursuingChance,20,0,1
records/controllers/enemy/controller_wraith_ranged.dbr,BuffSelfBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,0
records/controllers/enemy/controller_wraith_ranged.dbr,BuffAllyBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,0
records/controllers/enemy/controller_wraith_ranged.dbr,DebuffEnemyBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,0
records/controllers/enemy/controller_wraith_ranged.dbr,healLeaderHealthPercentage,80,80,0
records/controllers/enemy/controller_wraith_ranged.dbr,healAllyHealthPercentage,80,80,0
records/controllers/enemy/controller_wraith_ranged.dbr,BuffAllyTargeting,BuffStrongest,BuffStrongest,0
records/controllers/enemy/controller_wraith_ranged.dbr,RoamBehavior,Roam,Roam,0
records/controllers/enemy/controller_wraith_ranged.dbr,MinRoamDistance,2.0,2.0,0
records/controllers/enemy/controller_wraith_ranged.dbr,RoamDistance,5.0,2.0,1
records/controllers/enemy/controller_wraith_ranged.dbr,MinTimeBeforeRoam,6000,2000,1
records/controllers/enemy/controller_wraith_ranged.dbr,MaxTimeBeforeRoam,12000,2000,1
records/controllers/enemy/controller_wraith_ranged.dbr,MinWanderDistance,2.0,2.0,0
records/controllers/enemy/controller_wraith_ranged.dbr,WanderDistance,0.0,0.0,0
records/controllers/enemy/controller_wraith_ranged.dbr,TeleportToLeaderDistance,40.0,40.0,0
records/controllers/enemy/controller_wraith_ranged.dbr,ChanceToIdleOnPatrol,20,0,1
records/controllers/enemy/controller_wraith_ranged.dbr,MinPatrolIdleTime,1000,1000,0
records/controllers/enemy/controller_wraith_ranged.dbr,MaxPatrolIdleTime,5000,5000,0
records/controllers/enemy/controller_wraith_ranged.dbr,ChanceToRespondToDistressCall,100,100,0
records/controllers/enemy/controller_wraith_ranged.dbr,DistressResponseBehavior,RespondToSameGroup,RespondToSameGroup,0
records/controllers/enemy/controller_wraith_ranged.dbr,DistressResponseGroup,Undead,Aetherial,1
records/controllers/enemy/controller_wraith_ranged.dbr,RandomAngerChance,0,0,0
records/controllers/enemy/controller_wraith_ranged.dbr,RandomAngerEvaluationTime,0,0,0
records/controllers/enemy/controller_wraith_ranged.dbr,DodgeDistance,2.0,2.0,0
records/controllers/enemy/controller_wraith_ranged.dbr,DodgeDelay,5000,5000,0
records/controllers/enemy/controller_wraith_ranged.dbr,DodgeChance,30,30,0
records/controllers/enemy/controller_wraith_ranged.dbr,MinDodgeDistance,2.0,2.0,0
records/controllers/enemy/controller_wraith_ranged.dbr,LeadChance,50;75;100,50;75;100,0
records/controllers/enemy/controller_wraith_ranged.dbr,RepositionChance,0,0,0
records/controllers/enemy/controller_wraith_ranged.dbr,randomRepositionChance,5,5,0
records/controllers/enemy/controller_wraith_ranged.dbr,minSwingPause,0.8999999761581421,0.8999999761581421,0
records/controllers/enemy/controller_wraith_ranged.dbr,maxSwingPause,1.2999999523162842,1.2999999523162842,0
records/controllers/enemy/controller_wraith_ranged.dbr,ignoreSleepingEnemies,True,True,0
records/controllers/enemy/controller_wraith_ranged.dbr,randomEmoteChance,100,0,1
records/controllers/enemy/controller_wraith_ranged.dbr,randomEmoteMinTime,5000,5000,0
records/controllers/enemy/controller_wraith_ranged.dbr,randomEmoteMaxTime,10000,10000,0
records/controllers/enemy/controller_wraith_ranged.dbr,ignorePetsChance,35,35,0
records/controllers/enemy/controller_wraith_ranged.dbr,ignorePetsInterval,7000,7000,0
records/controllers/enemy/controller_wraith_ranged.dbr,petAngerTransference,17,17,0
records/controllers/enemy/controller_wraith_ranged.dbr,petTargetLevelRange,1000,1000,0
records/controllers/enemy/controller_wraith_ranged.dbr,petTargetLeastAttacked,False,False,0
records/controllers/enemy/controller_wraith_ranged.dbr,petTargetGreatestHealth,False,False,0
records/controllers/enemy/controller_wraith_ranged.dbr,lootDropAttachPointName,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_wraith_ranged.dbr,lootDropCallbackPoint,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_wraith_ranged.dbr,dyingSkillCallbackPoint,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_yeti.dbr,ViewDistance,15.0,80.0,1
records/controllers/enemy/controller_yeti.dbr,pathingViewDistance,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_yeti.dbr,enemyTooClose,0.0,0.0,0
records/controllers/enemy/controller_yeti.dbr,InnerViewDistance,4.0,12.0,1
records/controllers/enemy/controller_yeti.dbr,MaxYViewDistance,10.0,20.0,1
records/controllers/enemy/controller_yeti.dbr,AngerTolerance,0.0,0.0,0
records/controllers/enemy/controller_yeti.dbr,AttackedAnger,16.0,15.0,1
records/controllers/enemy/controller_yeti.dbr,AllyAttackedAnger,4.0,8.0,1
records/controllers/enemy/controller_yeti.dbr,ForgiveRate,0.0,0.0,0
records/controllers/enemy/controller_yeti.dbr,SightAngerRate,4.0,5.0,1
records/controllers/enemy/controller_yeti.dbr,InnerSightAngerRate,8.0,10.0,1
records/controllers/enemy/controller_yeti.dbr,ProjectileAnger,3.0,5.0,1
records/controllers/enemy/controller_yeti.dbr,FleeBehavior,NeverFlee,NeverFlee,0
records/controllers/enemy/controller_yeti.dbr,FleeTime,0,0,0
records/controllers/enemy/controller_yeti.dbr,FleeTarget,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_yeti.dbr,maxFleeCount,0,0,0
records/controllers/enemy/controller_yeti.dbr,FleeDelay,0,0,0
records/controllers/enemy/controller_yeti.dbr,FleeChance,0,0,0
records/controllers/enemy/controller_yeti.dbr,fleeDistance,0.0,0.0,0
records/controllers/enemy/controller_yeti.dbr,ClearAngerWhenFleeing,False,False,0
records/controllers/enemy/controller_yeti.dbr,ResetOriginAfterFleeing,False,False,0
records/controllers/enemy/controller_yeti.dbr,PursuitTime,10000,10000,0
records/controllers/enemy/controller_yeti.dbr,MaxPursuitDistance,75.0,125.0,1
records/controllers/enemy/controller_yeti.dbr,EmoteBeforePursuingChance,20,0,1
records/controllers/enemy/controller_yeti.dbr,BuffSelfBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,0
records/controllers/enemy/controller_yeti.dbr,BuffAllyBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,0
records/controllers/enemy/controller_yeti.dbr,DebuffEnemyBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,0
