track_id,wave,t_birth_s,t_last_s,n_frames,r_birth_gpx,r_birth_m_lo119,r_birth_m_hi125,r_min_gpx,r_min_m_lo119,r_min_m_hi125,at_frustum_boundary,G_MAX,N_MIN,H_GAP,basis
T02896,160,847.25,847.9667,43,893.53,7.5086,7.1482,838.49,7.0461,6.7079,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02897,160,847.3333,847.6,17,1065.69,8.9554,8.5256,1053.84,8.8558,8.4308,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02898,160,847.3667,848.05,42,496.06,4.1686,3.9685,430.62,3.6186,3.4449,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02899,160,847.4667,847.6667,6,252.53,2.1221,2.0202,252.53,2.1221,2.0202,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02900,160,847.4667,848.0,16,265.38,2.2301,2.123,256.24,2.1533,2.05,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02901,160,847.5333,847.7333,7,320.15,2.6904,2.5612,319.98,2.6889,2.5598,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02902,160,847.55,847.9,9,147.56,1.24,1.1805,134.79,1.1327,1.0783,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02903,160,847.6167,847.8833,8,254.96,2.1425,2.0397,249.9,2.1,1.9992,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02904,160,847.6167,848.0167,11,234.66,1.9719,1.8773,233.06,1.9585,1.8645,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02905,160,847.6667,847.85,7,145.38,1.2217,1.1631,145.38,1.2217,1.1631,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02906,160,847.6833,847.8667,10,34.8,0.2924,0.2784,11.65,0.0979,0.0932,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02907,160,847.7167,848.05,10,182.08,1.5301,1.4567,141.82,1.1918,1.1346,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02908,160,847.8,847.95,10,44.08,0.3705,0.3527,29.34,0.2465,0.2347,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02909,160,847.8,848.0,9,871.11,7.3202,6.9688,863.75,7.2584,6.91,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02910,160,847.8,848.0,7,28.7,0.2412,0.2296,20.45,0.1719,0.1636,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02911,160,847.85,848.05,8,146.54,1.2314,1.1723,133.87,1.125,1.071,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02912,160,847.85,848.1,12,172.3,1.4479,1.3784,162.41,1.3648,1.2993,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02913,160,847.8667,848.0,7,42.25,0.3551,0.338,38.23,0.3212,0.3058,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02914,160,847.8667,848.0167,6,55.84,0.4692,0.4467,15.7,0.1319,0.1256,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02915,160,847.8667,848.05,7,44.88,0.3772,0.3591,44.88,0.3772,0.3591,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02916,160,847.8833,848.05,8,295.86,2.4862,2.3669,219.93,1.8482,1.7595,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02917,160,847.9333,848.0167,6,326.77,2.7459,2.6141,321.2,2.6991,2.5696,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02918,160,848.1167,848.2833,7,344.68,2.8965,2.7575,338.28,2.8427,2.7062,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02919,160,848.1167,848.4333,18,448.37,3.7678,3.5869,442.27,3.7166,3.5382,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02920,160,848.1167,853.0667,283,589.42,4.9531,4.7154,589.42,4.9531,4.7154,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02921,160,848.1333,848.8333,38,307.87,2.5871,2.4629,281.06,2.3618,2.2485,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02922,160,848.15,848.3333,6,29.22,0.2456,0.2338,21.42,0.18,0.1713,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02923,160,848.15,848.3333,7,33.49,0.2815,0.268,15.29,0.1285,0.1224,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02924,160,848.1833,848.4333,9,185.1,1.5555,1.4808,185.1,1.5555,1.4808,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02925,160,848.2,848.2833,6,354.0,2.9748,2.832,351.0,2.9496,2.808,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02926,160,848.2,848.4667,15,362.54,3.0466,2.9003,345.67,2.9048,2.7654,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02927,160,848.2833,848.4833,7,327.8,2.7546,2.6224,318.73,2.6784,2.5498,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02928,160,848.2833,848.7333,10,163.93,1.3776,1.3115,131.87,1.1082,1.055,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02929,160,848.3,849.1,45,316.01,2.6555,2.5281,311.94,2.6214,2.4955,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02930,160,848.3667,848.45,6,152.82,1.2842,1.2225,135.94,1.1424,1.0875,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02931,160,848.4167,848.9333,19,360.27,3.0275,2.8822,252.87,2.1249,2.0229,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02932,160,848.4333,848.7167,7,364.29,3.0613,2.9143,350.25,2.9433,2.802,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02933,160,848.4333,848.8667,16,343.78,2.8889,2.7503,324.05,2.7231,2.5924,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02934,160,848.4333,848.95,25,362.88,3.0494,2.903,331.79,2.7882,2.6543,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02935,160,848.4667,848.6667,9,32.05,0.2693,0.2564,32.01,0.269,0.2561,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02936,160,848.4667,848.7,11,299.04,2.5129,2.3923,256.25,2.1533,2.05,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02937,160,848.4667,849.1833,20,44.49,0.3739,0.3559,10.24,0.0861,0.0819,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02938,160,848.55,848.6333,6,304.51,2.5589,2.4361,291.44,2.4491,2.3316,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02939,160,848.55,848.8167,11,292.01,2.4539,2.3361,286.96,2.4115,2.2957,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02940,160,848.55,848.8833,8,311.14,2.6147,2.4892,311.14,2.6147,2.4892,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02941,160,848.55,848.9333,10,445.08,3.7401,3.5606,389.21,3.2707,3.1137,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02942,160,848.5667,848.8667,12,20.02,0.1682,0.1602,11.22,0.0943,0.0897,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02943,160,848.6,848.8667,7,295.59,2.484,2.3647,295.59,2.484,2.3647,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02944,160,848.6667,849.2667,14,48.1,0.4042,0.3848,43.46,0.3652,0.3477,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02945,160,848.6833,848.9667,10,1004.55,8.4416,8.0364,999.88,8.4024,7.9991,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02946,160,848.7333,848.85,6,451.51,3.7942,3.6121,451.51,3.7942,3.6121,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02947,160,848.7333,848.9833,9,440.69,3.7033,3.5255,420.82,3.5363,3.3666,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02948,160,848.7333,850.2,82,317.71,2.6698,2.5417,206.71,1.737,1.6537,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02949,160,848.75,849.0,9,425.23,3.5734,3.4019,355.5,2.9874,2.844,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02950,160,848.7833,849.0167,11,348.12,2.9254,2.7849,344.8,2.8975,2.7584,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02951,160,848.8,849.9333,62,360.26,3.0274,2.8821,357.87,3.0073,2.863,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02952,160,848.95,849.1,6,254.15,2.1357,2.0332,238.14,2.0012,1.9052,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02953,160,848.95,849.9333,31,244.95,2.0584,1.9596,244.95,2.0584,1.9596,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02954,160,848.9667,850.9333,117,391.64,3.2911,3.1331,278.86,2.3433,2.2308,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02955,160,849.0667,849.4333,12,261.07,2.1939,2.0886,220.18,1.8503,1.7615,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02956,160,849.1,849.2167,6,327.15,2.7491,2.6172,306.34,2.5743,2.4507,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02957,160,849.1,850.35,76,1068.13,8.9759,8.5451,1051.11,8.8329,8.4089,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02958,160,849.1333,849.3667,7,391.09,3.2865,3.1287,322.18,2.7074,2.5775,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02959,160,849.1667,849.3667,7,35.24,0.2961,0.2819,25.74,0.2163,0.2059,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02960,160,849.35,849.6,8,252.35,2.1206,2.0188,238.57,2.0048,1.9086,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02961,160,849.35,850.3667,28,271.63,2.2826,2.173,205.81,1.7295,1.6465,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02962,160,849.4167,849.6,6,214.08,1.799,1.7126,210.18,1.7662,1.6814,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02963,160,849.4333,849.5833,10,548.06,4.6055,4.3845,548.06,4.6055,4.3845,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02964,160,849.6,849.85,12,272.94,2.2936,2.1835,253.71,2.132,2.0296,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02965,160,849.65,849.8,10,664.45,5.5836,5.3156,664.45,5.5836,5.3156,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02966,160,849.65,850.3,19,380.21,3.195,3.0417,342.27,2.8762,2.7382,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02967,160,849.6833,850.2667,18,5.93,0.0499,0.0475,5.93,0.0499,0.0475,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02968,160,849.7167,849.95,6,274.84,2.3096,2.1987,240.13,2.0179,1.921,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02969,160,849.85,850.2,10,283.2,2.3798,2.2656,244.01,2.0505,1.9521,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02970,160,849.9167,850.2333,11,90.02,0.7565,0.7202,19.09,0.1604,0.1527,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02971,160,849.9333,850.1333,13,362.75,3.0483,2.902,286.71,2.4094,2.2937,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02972,160,849.9667,850.9167,50,667.31,5.6077,5.3385,656.77,5.5191,5.2541,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02973,160,850.0333,850.4167,11,213.57,1.7947,1.7086,213.57,1.7947,1.7086,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02974,160,850.0667,850.1833,8,674.15,5.6651,5.3932,674.15,5.6651,5.3932,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02975,160,850.0667,850.1833,8,669.98,5.63,5.3598,669.98,5.63,5.3598,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02976,160,850.0667,850.1833,8,669.55,5.6265,5.3564,669.55,5.6265,5.3564,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02977,160,850.0667,850.1833,8,678.86,5.7047,5.4309,678.86,5.7047,5.4309,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02978,160,850.0667,850.3167,13,376.98,3.1679,3.0159,324.64,2.7281,2.5971,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02979,160,850.1,850.2,7,577.65,4.8542,4.6212,576.72,4.8464,4.6138,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02980,160,850.1,850.2,7,431.67,3.6275,3.4534,378.18,3.178,3.0254,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02981,160,850.1,850.2667,6,333.11,2.7992,2.6649,274.04,2.3029,2.1923,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02982,160,850.1167,850.7167,37,577.65,4.8542,4.6212,554.31,4.6581,4.4345,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02983,160,850.1333,850.8,31,272.54,2.2903,2.1804,165.33,1.3893,1.3226,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02984,160,850.1667,850.5333,14,201.15,1.6904,1.6092,173.29,1.4562,1.3863,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02985,160,850.2,850.2833,6,490.14,4.1188,3.9211,456.23,3.8339,3.6499,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02986,160,850.2167,850.7167,31,445.07,3.74,3.5605,426.44,3.5836,3.4115,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02987,160,850.25,850.6167,9,262.99,2.21,2.1039,246.43,2.0709,1.9715,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02988,160,850.2833,850.9,16,321.52,2.7019,2.5722,321.52,2.7019,2.5722,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02989,160,850.2833,850.95,33,24.61,0.2068,0.1969,24.61,0.2068,0.1969,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02990,160,850.3,850.9167,18,409.22,3.4388,3.2737,350.86,2.9484,2.8069,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02991,160,850.3167,850.5167,6,101.92,0.8565,0.8154,81.13,0.6817,0.649,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02992,160,850.3333,851.15,48,422.98,3.5544,3.3838,251.93,2.1171,2.0155,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02993,160,850.35,854.8833,232,922.5,7.7521,7.38,641.71,5.3925,5.1337,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02994,160,850.4,850.4833,6,62.86,0.5282,0.5029,58.96,0.4955,0.4717,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02995,160,850.4333,851.6833,26,146.92,1.2346,1.1753,139.22,1.17,1.1138,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02996,160,850.5167,850.65,6,363.14,3.0516,2.9051,335.85,2.8223,2.6868,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02997,160,850.5333,850.6167,6,227.27,1.9098,1.8181,210.44,1.7684,1.6835,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02998,160,850.5333,850.7333,6,92.1,0.7739,0.7368,92.1,0.7739,0.7368,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T02999,160,850.55,850.8,9,389.61,3.274,3.1169,353.85,2.9735,2.8308,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03000,160,850.5667,850.8,8,785.63,6.6019,6.285,756.23,6.3549,6.0498,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03001,160,850.5667,850.9,8,247.92,2.0833,1.9833,247.92,2.0833,1.9833,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03002,160,850.7333,852.0833,34,128.76,1.082,1.0301,9.56,0.0804,0.0765,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03003,160,850.75,851.0833,14,347.08,2.9167,2.7767,273.08,2.2947,2.1846,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03004,160,850.8,851.0,8,11.87,0.0997,0.095,11.87,0.0997,0.095,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03005,160,850.8,851.0333,7,106.01,0.8908,0.848,42.41,0.3564,0.3393,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03006,160,850.8,851.0667,8,202.99,1.7058,1.6239,202.99,1.7058,1.6239,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03007,160,850.8,851.1667,9,787.85,6.6206,6.3028,656.59,5.5175,5.2527,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03008,160,850.85,851.0667,8,799.09,6.715,6.3927,746.11,6.2698,5.9689,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03009,160,850.85,851.5667,34,752.5,6.3235,6.02,588.3,4.9437,4.7064,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03010,160,850.8667,851.0833,7,689.65,5.7954,5.5172,669.06,5.6224,5.3525,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03011,160,850.8667,851.0833,6,692.31,5.8177,5.5385,664.65,5.5853,5.3172,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03012,160,850.9,851.1667,11,128.22,1.0775,1.0257,105.81,0.8891,0.8465,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03013,160,850.9167,851.0333,6,683.75,5.7458,5.47,638.26,5.3635,5.1061,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03014,160,850.9167,851.1,6,643.68,5.4091,5.1495,617.63,5.1902,4.9411,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03015,160,850.9333,851.0667,6,858.32,7.2128,6.8666,815.21,6.8505,6.5217,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03016,160,850.9667,851.2,13,119.95,1.0079,0.9596,119.95,1.0079,0.9596,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03017,160,850.9833,851.4167,15,374.75,3.1491,2.998,374.75,3.1491,2.998,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03018,160,851.0,851.2333,13,280.13,2.354,2.241,280.13,2.354,2.241,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03019,160,851.0333,851.15,7,566.7,4.7621,4.5336,566.7,4.7621,4.5336,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03020,160,851.0333,851.2667,6,395.93,3.3271,3.1674,384.77,3.2334,3.0782,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03021,160,851.05,851.1833,7,464.59,3.9041,3.7167,464.59,3.9041,3.7167,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03022,160,851.05,851.3667,10,251.79,2.1159,2.0143,189.73,1.5944,1.5178,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03023,160,851.05,851.85,49,1057.98,8.8906,8.4639,1054.95,8.8652,8.4396,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03024,160,851.0833,851.3333,11,329.57,2.7695,2.6365,326.59,2.7445,2.6128,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03025,160,851.1167,851.35,10,331.4,2.7849,2.6512,317.73,2.67,2.5418,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03026,160,851.1333,851.3,6,315.11,2.6479,2.5208,315.11,2.6479,2.5208,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03027,160,851.1833,851.3,8,384.75,3.2332,3.078,384.75,3.2332,3.078,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03028,160,851.1833,851.4667,10,40.13,0.3372,0.321,13.07,0.1099,0.1046,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03029,160,851.2,855.2833,218,398.37,3.3476,3.1869,87.42,0.7346,0.6994,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03030,160,851.2167,851.35,8,58.85,0.4945,0.4708,53.4,0.4488,0.4272,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03031,160,851.2333,851.5333,11,433.09,3.6394,3.4647,433.09,3.6394,3.4647,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03032,160,851.2333,851.7333,13,393.58,3.3074,3.1486,393.58,3.3074,3.1486,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03033,160,851.2667,851.5667,9,256.11,2.1522,2.0489,254.79,2.1411,2.0383,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03034,160,851.3,851.6,8,454.24,3.8172,3.6339,454.24,3.8172,3.6339,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03035,160,851.3167,851.55,8,411.11,3.4547,3.2889,367.88,3.0914,2.943,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03036,160,851.4167,851.55,8,338.14,2.8415,2.7052,313.5,2.6344,2.508,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03037,160,851.4167,851.6333,6,386.87,3.251,3.095,380.18,3.1948,3.0415,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03038,160,851.4167,851.7,11,435.47,3.6594,3.4837,435.47,3.6594,3.4837,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03039,160,851.5,851.6,6,396.97,3.3359,3.1758,396.97,3.3359,3.1758,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03040,160,851.5,851.7833,7,226.29,1.9016,1.8103,205.18,1.7242,1.6415,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03041,160,851.5667,851.9833,15,401.62,3.375,3.213,307.18,2.5813,2.4574,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03042,160,851.6,852.0833,20,529.03,4.4456,4.2322,209.26,1.7585,1.674,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03043,160,851.6167,852.5167,25,60.05,0.5046,0.4804,51.55,0.4332,0.4124,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03044,160,851.6333,852.05,12,15.19,0.1276,0.1215,11.57,0.0972,0.0926,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03045,160,851.65,851.9167,8,586.77,4.9308,4.6941,586.77,4.9308,4.6941,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03046,160,851.6833,852.1,12,560.72,4.7119,4.4858,534.94,4.4953,4.2795,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03047,160,851.7,852.4,43,572.96,4.8148,4.5836,558.03,4.6893,4.4642,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03048,160,851.7,852.4,43,446.0,3.7479,3.568,432.03,3.6305,3.4562,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03049,160,851.7167,851.8333,8,583.86,4.9064,4.6709,583.86,4.9064,4.6709,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03050,160,851.7167,852.25,33,445.76,3.7459,3.5661,440.37,3.7006,3.5229,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03051,160,851.8333,852.2333,11,550.06,4.6224,4.4005,486.07,4.0846,3.8886,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03052,160,851.85,851.9833,6,115.62,0.9716,0.925,96.19,0.8083,0.7695,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03053,160,851.9167,852.0333,7,553.36,4.6501,4.4269,527.96,4.4366,4.2236,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03054,160,851.9333,852.0333,7,508.24,4.2709,4.0659,485.39,4.0789,3.8831,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03055,160,852.0,852.0833,6,568.19,4.7747,4.5456,568.19,4.7747,4.5456,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03056,160,852.05,852.8333,26,597.17,5.0182,4.7774,431.69,3.6277,3.4536,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03057,160,852.1167,852.5333,15,486.42,4.0875,3.8913,486.42,4.0875,3.8913,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03058,160,852.15,852.3167,11,501.5,4.2143,4.012,500.15,4.203,4.0012,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03059,160,852.1667,852.3833,7,399.87,3.3603,3.199,364.15,3.0601,2.9132,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03060,160,852.1667,852.4,9,129.75,1.0903,1.038,115.18,0.9679,0.9215,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03061,160,852.1833,852.3333,7,606.05,5.0928,4.8484,572.05,4.8072,4.5764,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03062,160,852.2167,852.35,9,413.99,3.4789,3.3119,408.59,3.4335,3.2687,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03063,160,852.2333,852.45,6,568.48,4.7771,4.5478,557.41,4.6841,4.4592,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03064,160,852.2833,852.5333,8,458.59,3.8537,3.6688,408.22,3.4304,3.2658,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03065,160,852.3167,852.65,12,561.04,4.7146,4.4883,558.91,4.6967,4.4713,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03066,160,852.35,852.5833,7,785.72,6.6027,6.2857,762.64,6.4087,6.1011,1,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03067,160,852.4833,852.8333,9,535.02,4.4959,4.2801,453.38,3.8099,3.627,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
T03068,160,852.5,852.7,7,498.93,4.1927,3.9915,479.67,4.0308,3.8373,0,60.0,6,6,"Lap H-2 nameplate census, player-relative ground offsets"
