wave,tier,difficulty,characterAttackSpeedModifier,characterDefensiveAbility,characterDefensiveAbilityModifier,characterLifeModifier,characterLifeRegenModifier,characterManaRegenModifier,characterOffensiveAbility,characterOffensiveAbilityModifier,characterPercentHealIncreaseModifier,characterSpellCastSpeedModifier,defensivePercentCurrentLife,offensiveCritDamageModifier,offensivePhysicalModifier,offensiveSlowBleedingModifier,offensiveSlowColdModifier,offensiveSlowFireModifier,offensiveSlowLifeModifier,offensiveSlowLightningModifier,offensiveSlowPhysicalModifier,offensiveSlowPoisonModifier,offensiveTotalDamageModifier,retaliationTotalDamageModifier,skillCooldownReduction,spawnChampionMaxAdj,spawnChampionMinAdj
152,16,challenger,8.0,49.0,5.0,220.0,67.0,67.0,38.0,3.5,-60.0,8.0,8.0,15.0,0.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,42.0,53.0,0.0,1,1
153,16,challenger,8.0,49.0,5.0,221.0,67.0,67.0,39.0,3.5,-60.0,8.0,8.0,15.0,0.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,42.0,53.0,0.0,1,1
154,16,challenger,8.0,50.0,5.0,222.0,68.0,68.0,39.0,3.5,-60.0,8.0,8.0,15.0,0.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,42.0,53.0,0.0,1,1
155,16,challenger,8.0,50.0,5.0,223.0,68.0,68.0,39.0,3.5,-60.0,8.0,8.0,15.0,0.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,42.0,53.0,0.0,1,1
156,16,challenger,8.0,51.0,5.0,224.0,69.0,69.0,40.0,3.5,-60.0,8.0,8.0,15.0,0.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,43.0,53.0,0.0,1,1
157,16,challenger,8.0,51.0,5.0,225.0,69.0,69.0,40.0,3.5,-60.0,8.0,8.0,15.0,0.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,-55.0,43.0,53.0,0.0,1,1
158,16,challenger,8.0,52.0,5.0,226.0,69.0,69.0,40.0,3.5,-60.0,8.0,8.0,15.0,0.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,43.0,53.0,0.0,1,1
159,16,challenger,8.0,52.0,5.0,228.0,70.0,70.0,41.0,3.5,-60.0,8.0,8.0,15.0,0.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,43.0,53.0,0.0,1,1
160,16,challenger,8.0,53.0,5.0,229.0,70.0,70.0,41.0,3.5,-60.0,8.0,8.0,15.0,0.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,43.0,53.0,0.0,1,1
161,17,challenger,8.0,53.0,6.0,230.0,70.0,70.0,41.0,3.5,-60.0,8.0,8.0,15.0,0.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,-56.0,44.0,53.0,0.0,1,1
162,17,challenger,8.0,54.0,6.0,231.0,71.0,71.0,42.0,3.5,-60.0,8.0,8.0,15.0,0.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,44.0,53.0,0.0,1,1
163,17,challenger,8.0,54.0,6.0,232.0,71.0,71.0,42.0,3.5,-60.0,8.0,8.0,15.0,0.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,44.0,53.0,0.0,1,1
164,17,challenger,8.0,55.0,6.0,233.0,71.0,71.0,42.0,3.5,-60.0,8.0,8.0,15.0,0.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,44.0,53.0,0.0,1,1
165,17,challenger,8.0,55.0,6.0,234.0,72.0,72.0,42.0,3.5,-60.0,8.0,8.0,15.0,0.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,44.0,53.0,0.0,1,1
166,17,challenger,8.0,56.0,6.0,235.0,72.0,72.0,42.0,3.5,-60.0,8.0,8.0,15.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,45.0,53.0,0.0,1,1
167,17,challenger,8.0,56.0,6.0,236.0,72.0,72.0,42.0,3.5,-60.0,8.0,8.0,15.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,45.0,53.0,0.0,1,1
168,17,challenger,8.0,57.0,6.0,238.0,73.0,73.0,43.0,3.5,-60.0,8.0,8.0,15.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,45.0,53.0,0.0,1,1
169,17,challenger,8.0,57.0,6.0,239.0,74.0,74.0,43.0,3.5,-60.0,8.0,8.0,15.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,45.0,53.0,0.0,1,1
170,17,challenger,8.0,58.0,6.0,240.0,75.0,75.0,43.0,3.5,-60.0,8.0,8.0,15.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,45.0,53.0,0.0,1,1
171,18,challenger,9.0,59.0,6.0,290.0,80.0,80.0,44.0,4.199999809265137,-60.0,9.0,9.0,16.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,56.0,57.0,0.0,1,1
172,18,challenger,9.0,59.0,6.0,298.0,81.0,81.0,45.0,4.199999809265137,-60.0,9.0,9.0,16.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,57.0,57.0,0.0,1,1
173,18,challenger,9.0,60.0,6.0,306.0,82.0,82.0,46.0,4.199999809265137,-60.0,9.0,9.0,16.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,58.0,57.0,0.0,1,1
174,18,challenger,9.0,60.0,6.0,314.0,83.0,83.0,47.0,4.199999809265137,-60.0,9.0,9.0,16.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,59.0,57.0,0.0,1,1
175,18,challenger,9.0,61.0,6.0,322.0,84.0,84.0,48.0,4.199999809265137,-60.0,9.0,9.0,16.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,60.0,61.0,0.0,1,1
176,18,challenger,9.0,61.0,6.0,330.0,85.0,85.0,49.0,4.199999809265137,-60.0,9.0,9.0,16.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,71.0,61.0,0.0,1,1
177,18,challenger,9.0,62.0,6.0,338.0,86.0,86.0,50.0,4.199999809265137,-60.0,9.0,9.0,16.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,72.0,61.0,0.0,1,1
178,18,challenger,9.0,62.0,6.0,346.0,87.0,87.0,51.0,4.199999809265137,-60.0,9.0,9.0,16.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,73.0,61.0,0.0,1,1
179,18,challenger,9.0,63.0,6.0,354.0,88.0,88.0,52.0,4.199999809265137,-60.0,9.0,9.0,16.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,74.0,61.0,0.0,1,1
180,18,challenger,9.0,63.0,6.0,362.0,89.0,89.0,53.0,4.199999809265137,-60.0,9.0,9.0,16.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,75.0,61.0,5.0,1,1
181,19,challenger,10.0,64.0,6.0,387.0,90.0,90.0,54.0,4.199999809265137,-60.0,10.0,9.0,17.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,86.0,65.0,5.0,1,1
182,19,challenger,10.0,64.0,6.0,397.0,91.0,91.0,55.0,4.199999809265137,-60.0,10.0,9.0,17.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,87.0,65.0,5.0,1,1
183,19,challenger,10.0,65.0,6.0,407.0,92.0,92.0,56.0,4.199999809265137,-60.0,10.0,9.0,17.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,88.0,65.0,5.0,1,1
184,19,challenger,10.0,65.0,6.0,417.0,93.0,93.0,57.0,4.199999809265137,-60.0,10.0,9.0,17.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,89.0,65.0,5.0,1,1
185,19,challenger,10.0,66.0,6.0,427.0,94.0,94.0,58.0,4.199999809265137,-60.0,10.0,9.0,17.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,90.0,69.0,5.0,1,1
186,19,challenger,10.0,66.0,6.0,437.0,95.0,95.0,59.0,4.199999809265137,-60.0,10.0,9.0,17.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,101.0,69.0,5.0,1,1
187,19,challenger,10.0,67.0,6.0,447.0,96.0,96.0,60.0,4.199999809265137,-60.0,10.0,9.0,17.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,102.0,69.0,5.0,1,1
188,19,challenger,10.0,67.0,6.0,457.0,97.0,97.0,61.0,4.199999809265137,-60.0,10.0,9.0,17.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,103.0,69.0,5.0,1,1
189,19,challenger,10.0,68.0,6.0,467.0,98.0,98.0,62.0,4.199999809265137,-60.0,10.0,9.0,17.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,104.0,69.0,5.0,1,1
190,19,challenger,10.0,68.0,6.0,477.0,99.0,99.0,63.0,5.0,-60.0,10.0,10.0,17.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,105.0,69.0,5.0,1,1
191,20,challenger,11.0,69.0,6.0,504.0,100.0,100.0,64.0,5.0,-60.0,11.0,10.0,18.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,111.0,73.0,10.0,1,1
192,20,challenger,11.0,69.0,6.0,516.0,101.0,101.0,65.0,5.0,-60.0,11.0,10.0,18.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,112.0,73.0,10.0,1,1
193,20,challenger,11.0,70.0,6.0,528.0,102.0,102.0,66.0,5.0,-60.0,11.0,10.0,18.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,113.0,73.0,10.0,1,1
194,20,challenger,11.0,70.0,6.0,540.0,103.0,103.0,67.0,5.0,-60.0,11.0,10.0,18.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,114.0,73.0,10.0,1,1
195,20,challenger,11.0,71.0,6.0,552.0,104.0,104.0,68.0,5.0,-60.0,11.0,10.0,18.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,115.0,77.0,10.0,1,1
196,20,challenger,11.0,71.0,6.0,564.0,105.0,105.0,69.0,5.0,-60.0,11.0,10.0,18.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,122.0,77.0,10.0,1,1
197,20,challenger,11.0,72.0,6.0,576.0,106.0,106.0,70.0,5.0,-60.0,11.0,10.0,18.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,123.0,77.0,10.0,1,1
198,20,challenger,11.0,72.0,6.0,588.0,107.0,107.0,71.0,5.0,-60.0,11.0,10.0,18.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,124.0,77.0,10.0,1,1
199,20,challenger,11.0,73.0,6.0,600.0,108.0,108.0,72.0,5.0,-60.0,11.0,10.0,18.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,125.0,77.0,10.0,1,1
200,20,challenger,11.0,74.0,6.0,612.0,110.0,110.0,73.0,5.0,-60.0,11.0,10.0,18.0,0.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,-58.0,130.0,77.0,10.0,1,1
1,1,gladiator,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,-25.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0
2,1,gladiator,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,-25.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0
3,1,gladiator,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,-25.0,0.0,0.0,5.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,0.0,0.0,0,0
4,1,gladiator,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,-25.0,0.0,0.0,5.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,0.0,0.0,0,0
5,1,gladiator,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,-25.0,0.0,0.0,5.0,0.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,5.0,0.0,0.0,0,0
6,1,gladiator,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,-25.0,0.0,0.0,5.0,0.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,5.0,0.0,0.0,0,0
7,1,gladiator,0.0,1.0,0.0,96.0,0.0,0.0,1.0,0.0,-25.0,0.0,0.0,5.0,0.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,5.0,0.0,0.0,0,0
8,1,gladiator,1.0,1.0,0.0,97.0,0.0,0.0,1.0,0.0,-25.0,1.0,0.0,5.0,0.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,5.0,0.0,0.0,0,0
9,1,gladiator,1.0,1.0,0.0,97.0,0.0,0.0,1.0,0.0,-25.0,1.0,0.0,5.0,0.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,5.0,0.0,0.0,0,0
10,1,gladiator,1.0,1.0,0.0,97.0,0.0,0.0,1.0,0.0,-25.0,1.0,0.0,5.0,0.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,5.0,0.0,0.0,0,0
11,2,gladiator,1.0,1.0,0.0,97.0,0.0,0.0,1.0,0.0,-25.0,1.0,1.0,5.0,0.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,5.0,0.0,0.0,0,0
12,2,gladiator,1.0,1.0,0.0,98.0,0.0,0.0,1.0,0.0,-25.0,1.0,1.0,5.0,0.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,5.0,0.0,0.0,0,0
13,2,gladiator,1.0,2.0,0.0,98.0,0.0,0.0,2.0,0.0,-25.0,1.0,1.0,5.0,0.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,5.0,0.0,0.0,0,0
14,2,gladiator,1.0,2.0,0.0,98.0,0.0,0.0,2.0,0.0,-25.0,1.0,1.0,5.0,0.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,5.0,0.0,0.0,0,0
15,2,gladiator,1.0,2.0,0.0,98.0,0.0,0.0,2.0,0.0,-25.0,1.0,1.0,5.0,-1.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,5.0,0.0,0.0,0,0
16,2,gladiator,1.0,2.0,0.0,98.0,0.0,0.0,2.0,0.0,-25.0,1.0,1.0,5.0,-1.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,5.0,0.0,0.0,0,0
17,2,gladiator,1.0,2.0,0.0,99.0,0.0,0.0,2.0,0.0,-25.0,1.0,1.0,5.0,-1.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,5.0,0.0,0.0,0,0
18,2,gladiator,1.0,2.0,0.0,99.0,0.0,0.0,2.0,0.0,-25.0,1.0,1.0,5.0,-1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,5.0,0.0,0.0,0,0
19,2,gladiator,1.0,3.0,0.0,99.0,0.0,0.0,2.0,0.0,-25.0,1.0,1.0,5.0,-1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,5.0,0.0,0.0,0,0
20,2,gladiator,2.0,3.0,0.0,99.0,0.0,0.0,2.0,0.0,-25.0,2.0,1.0,5.0,-2.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,5.0,0.0,0.0,0,0
21,3,gladiator,2.0,3.0,0.0,99.0,0.0,0.0,2.0,0.0,-25.0,2.0,1.0,5.0,-2.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,5.0,0.0,0.0,0,0
22,3,gladiator,2.0,3.0,0.0,100.0,0.0,0.0,2.0,0.0,-25.0,2.0,1.0,5.0,-2.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,5.0,0.0,0.0,0,0
23,3,gladiator,2.0,4.0,0.0,101.0,0.0,0.0,3.0,0.0,-25.0,2.0,1.0,5.0,-2.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,5.0,0.0,0.0,0,0
24,3,gladiator,2.0,4.0,0.0,101.0,0.0,0.0,3.0,0.0,-25.0,2.0,1.0,5.0,-2.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,5.0,0.0,0.0,0,0
25,3,gladiator,2.0,4.0,0.0,101.0,0.0,0.0,3.0,0.0,-25.0,2.0,1.0,5.0,-3.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,5.0,0.0,0.0,0,0
26,3,gladiator,2.0,4.0,0.0,102.0,0.0,0.0,3.0,0.0,-25.0,2.0,1.0,5.0,-3.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,5.0,0.0,0.0,0,0
27,3,gladiator,2.0,5.0,0.0,102.0,0.0,0.0,4.0,0.0,-25.0,2.0,1.0,5.0,-3.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,5.0,0.0,0.0,0,0
28,3,gladiator,2.0,5.0,0.0,102.0,0.0,0.0,4.0,0.0,-25.0,2.0,1.0,5.0,-3.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,5.0,0.0,0.0,0,0
29,3,gladiator,2.0,5.0,0.0,102.0,0.0,0.0,4.0,0.0,-25.0,2.0,2.0,5.0,-3.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,5.0,0.0,0.0,0,0
30,3,gladiator,2.0,5.0,0.0,102.0,0.0,0.0,4.0,0.0,-25.0,2.0,2.0,5.0,-4.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,6.0,1.0,0.0,0,0
31,4,gladiator,2.0,6.0,0.0,104.0,1.0,1.0,5.0,0.0,-25.0,2.0,2.0,5.0,-4.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,6.0,1.0,0.0,0,0
32,4,gladiator,2.0,6.0,0.0,104.0,1.0,1.0,5.0,0.0,-25.0,2.0,2.0,5.0,-4.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,6.0,1.0,0.0,0,0
33,4,gladiator,2.0,6.0,0.0,104.0,1.0,1.0,5.0,0.0,-25.0,2.0,2.0,5.0,-4.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,6.0,1.0,0.0,0,0
34,4,gladiator,2.0,6.0,1.0,104.0,1.0,1.0,5.0,0.699999988079071,-25.0,2.0,2.0,5.0,-4.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,6.0,1.0,0.0,0,0
35,4,gladiator,3.0,7.0,1.0,104.0,1.0,1.0,6.0,0.699999988079071,-25.0,3.0,2.0,5.0,-5.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,7.0,1.0,0.0,0,0
36,4,gladiator,3.0,7.0,1.0,105.0,1.0,1.0,6.0,0.699999988079071,-25.0,3.0,2.0,5.0,-5.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,7.0,1.0,0.0,0,0
37,4,gladiator,3.0,7.0,1.0,106.0,1.0,1.0,6.0,0.699999988079071,-25.0,3.0,2.0,5.0,-5.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,7.0,1.0,0.0,0,0
38,4,gladiator,3.0,8.0,1.0,106.0,1.0,1.0,6.0,0.699999988079071,-25.0,3.0,2.0,5.0,-5.0,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,7.0,1.0,0.0,0,0
39,4,gladiator,3.0,8.0,1.0,106.0,1.0,1.0,6.0,0.699999988079071,-25.0,3.0,2.0,5.0,-5.0,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,7.0,1.0,0.0,0,0
40,4,gladiator,3.0,8.0,1.0,106.0,1.0,1.0,6.0,0.699999988079071,-25.0,3.0,2.0,5.0,-6.0,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,8.0,1.0,0.0,0,0
41,5,gladiator,3.0,9.0,1.0,107.0,1.0,1.0,7.0,0.699999988079071,-25.0,3.0,2.0,5.0,-6.0,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,8.0,2.0,0.0,0,0
42,5,gladiator,3.0,9.0,1.0,107.0,2.0,2.0,7.0,0.699999988079071,-25.0,3.0,2.0,5.0,-6.0,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,8.0,2.0,0.0,0,0
43,5,gladiator,3.0,9.0,1.0,107.0,2.0,2.0,7.0,0.699999988079071,-25.0,3.0,2.0,5.0,-6.0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,8.0,2.0,0.0,0,0
44,5,gladiator,3.0,10.0,1.0,107.0,2.0,2.0,8.0,0.699999988079071,-25.0,3.0,2.0,5.0,-6.0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,8.0,2.0,0.0,0,0
45,5,gladiator,3.0,10.0,1.0,108.0,2.0,2.0,8.0,0.699999988079071,-25.0,3.0,2.0,5.0,-7.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,9.0,2.0,0.0,0,0
46,5,gladiator,4.0,10.0,1.0,109.0,2.0,2.0,8.0,0.699999988079071,-25.0,4.0,2.0,5.0,-7.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,9.0,2.0,0.0,0,0
47,5,gladiator,4.0,10.0,1.0,109.0,2.0,2.0,8.0,0.699999988079071,-25.0,4.0,2.0,5.0,-7.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,9.0,2.0,0.0,0,0
48,5,gladiator,4.0,11.0,1.0,110.0,2.0,2.0,9.0,0.699999988079071,-25.0,4.0,2.0,5.0,-7.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,9.0,2.0,0.0,0,0
49,5,gladiator,4.0,11.0,1.0,110.0,2.0,2.0,9.0,0.699999988079071,-25.0,4.0,2.0,5.0,-7.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,9.0,3.0,0.0,0,0
50,5,gladiator,4.0,12.0,1.0,110.0,2.0,2.0,10.0,0.699999988079071,-25.0,4.0,2.0,5.0,-8.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,10.0,3.0,0.0,0,0
51,6,gladiator,4.0,12.0,1.0,113.0,3.0,3.0,10.0,0.699999988079071,-26.0,4.0,2.0,5.0,-8.0,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0,10.0,3.0,0.0,0,0
52,6,gladiator,4.0,12.0,1.0,113.0,3.0,3.0,10.0,0.699999988079071,-26.0,4.0,3.0,5.0,-8.0,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0,10.0,3.0,0.0,1,0
53,6,gladiator,4.0,13.0,1.0,114.0,3.0,3.0,10.0,0.699999988079071,-26.0,4.0,3.0,5.0,-8.0,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0,10.0,3.0,0.0,1,0
54,6,gladiator,4.0,13.0,1.0,114.0,3.0,3.0,10.0,0.699999988079071,-27.0,4.0,3.0,5.0,-8.0,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0,11.0,4.0,0.0,1,0
55,6,gladiator,4.0,13.0,1.0,115.0,3.0,3.0,10.0,0.699999988079071,-27.0,4.0,3.0,5.0,-9.0,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0,11.0,4.0,0.0,1,0
56,6,gladiator,4.0,14.0,1.0,116.0,4.0,4.0,11.0,0.699999988079071,-27.0,4.0,3.0,5.0,-9.0,-23.0,-23.0,-23.0,-23.0,-23.0,-23.0,-23.0,11.0,4.0,0.0,1,0
57,6,gladiator,4.0,14.0,1.0,116.0,4.0,4.0,11.0,0.699999988079071,-28.0,4.0,3.0,5.0,-9.0,-23.0,-23.0,-23.0,-23.0,-23.0,-23.0,-23.0,11.0,4.0,0.0,1,0
58,6,gladiator,4.0,14.0,1.0,117.0,4.0,4.0,11.0,0.699999988079071,-28.0,4.0,3.0,5.0,-9.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,12.0,4.0,0.0,1,0
59,6,gladiator,4.0,15.0,1.0,117.0,4.0,4.0,12.0,0.699999988079071,-28.0,4.0,3.0,5.0,-9.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,12.0,4.0,0.0,1,0
60,6,gladiator,4.0,15.0,1.0,119.0,4.0,4.0,12.0,0.699999988079071,-29.0,4.0,3.0,5.0,-10.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,12.0,5.0,0.0,1,0
61,7,gladiator,5.0,16.0,1.0,120.0,4.0,4.0,13.0,0.699999988079071,-29.0,5.0,3.0,5.0,-10.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,12.0,5.0,0.0,1,0
62,7,gladiator,5.0,16.0,1.0,120.0,5.0,5.0,13.0,0.699999988079071,-29.0,5.0,3.0,5.0,-10.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,13.0,5.0,0.0,1,0
63,7,gladiator,5.0,16.0,1.0,121.0,5.0,5.0,13.0,0.699999988079071,-30.0,5.0,3.0,5.0,-10.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,13.0,6.0,0.0,1,0
64,7,gladiator,5.0,17.0,1.0,121.0,5.0,5.0,14.0,0.699999988079071,-30.0,5.0,3.0,5.0,-10.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,-26.0,13.0,6.0,0.0,1,0
65,7,gladiator,5.0,17.0,2.0,123.0,5.0,5.0,14.0,1.399999976158142,-30.0,5.0,3.0,5.0,-11.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,13.0,6.0,0.0,1,0
66,7,gladiator,5.0,18.0,2.0,124.0,6.0,6.0,14.0,1.399999976158142,-31.0,5.0,3.0,5.0,-11.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,14.0,6.0,0.0,1,0
67,7,gladiator,5.0,18.0,2.0,124.0,6.0,6.0,14.0,1.399999976158142,-31.0,5.0,3.0,5.0,-11.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,14.0,7.0,0.0,1,0
68,7,gladiator,5.0,18.0,2.0,126.0,6.0,6.0,14.0,1.399999976158142,-31.0,5.0,3.0,5.0,-11.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,14.0,7.0,0.0,1,1
69,7,gladiator,5.0,19.0,2.0,126.0,6.0,6.0,15.0,1.399999976158142,-32.0,5.0,4.0,5.0,-11.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,-27.0,14.0,7.0,0.0,1,1
