controller,n_monsters,group,field,crucible_value,base_game_value,owner_archive,slot
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,Fleeing,ResetOriginAfterFleeing,True,True,SurvivalMode.arz,0x3a4
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,SkillUsage,BuffSelfBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,SurvivalMode.arz,0x324
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,SkillUsage,BuffAllyBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,SurvivalMode.arz,0x328
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,SkillUsage,DebuffEnemyBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,SurvivalMode.arz,0x330
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,SkillUsage,healLeaderHealthPercentage,80,80,SurvivalMode.arz,0x358
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,SkillUsage,healAllyHealthPercentage,80,80,SurvivalMode.arz,0x35c
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,SkillUsage,BuffAllyTargeting,BuffStrongest,BuffStrongest,SurvivalMode.arz,0x32c
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,Roaming,RoamBehavior,Roam,Roam,SurvivalMode.arz,0x320
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,Roaming,MinRoamDistance,2.0,2.0,SurvivalMode.arz,0x39c
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,Roaming,RoamDistance,2.0,5.0,SurvivalMode.arz,0x374
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,Roaming,MinTimeBeforeRoam,2000,6000,SurvivalMode.arz,0x394
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,Roaming,MaxTimeBeforeRoam,2000,12000,SurvivalMode.arz,0x398
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,Roaming,MinWanderDistance,2.0,2.0,SurvivalMode.arz,0x3a0
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,Roaming,WanderDistance,0.0,0.0,SurvivalMode.arz,0x370
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,Roaming,TeleportToLeaderDistance,40.0,40.0,SurvivalMode.arz,0x378
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,Patrolling,ChanceToIdleOnPatrol,0,20,SurvivalMode.arz,0x37c
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,Patrolling,MinPatrolIdleTime,1000,1000,SurvivalMode.arz,0x380
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,Patrolling,MaxPatrolIdleTime,5000,5000,SurvivalMode.arz,0x384
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,RandomAnger,RandomAngerChance,0,0,SurvivalMode.arz,0x390
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,RandomAnger,RandomAngerEvaluationTime,0,0,SurvivalMode.arz,0x504
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,Dodging,DodgeDistance,2.0,2.0,SurvivalMode.arz,0x3a8
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,Dodging,DodgeDelay,5000,5000,SurvivalMode.arz,0x510
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,Dodging,DodgeChance,30,30,SurvivalMode.arz,0x2dc
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,Dodging,MinDodgeDistance,2.0,2.0,SurvivalMode.arz,0x3ac
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,Attacking,LeadChance,50;75;100,50;75;100,SurvivalMode.arz,
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,Attacking,RepositionChance,100,100,SurvivalMode.arz,0x3b0
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,Attacking,randomRepositionChance,0,0,SurvivalMode.arz,0x2e0
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,Attacking,minSwingPause,0.4000000059604645,0.4000000059604645,SurvivalMode.arz,0x2f0
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,Attacking,maxSwingPause,0.8999999761581421,0.8999999761581421,SurvivalMode.arz,0x2f4
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,Sleep,ignoreSleepingEnemies,True,True,SurvivalMode.arz,0x4d9
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,Emote,randomEmoteChance,0,100,SurvivalMode.arz,0x514
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,Emote,randomEmoteMinTime,5000,5000,SurvivalMode.arz,0x518
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,Emote,randomEmoteMaxTime,10000,10000,SurvivalMode.arz,0x51c
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,PetBehaviour,ignorePetsChance,35,35,SurvivalMode.arz,0x56c
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,PetBehaviour,ignorePetsInterval,7000,7000,SurvivalMode.arz,0x570
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,PetBehaviour,petAngerTransference,17,24,SurvivalMode.arz,
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,PetBehaviour,petTargetLevelRange,1000,1000,SurvivalMode.arz,0x580
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,PetBehaviour,petTargetLeastAttacked,False,False,SurvivalMode.arz,0x584
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,PetBehaviour,petTargetGreatestHealth,False,False,SurvivalMode.arz,0x585
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,Loot,lootDropAttachPointName,__ABSENT__,__ABSENT__,SurvivalMode.arz,
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,Loot,lootDropCallbackPoint,__ABSENT__,__ABSENT__,SurvivalMode.arz,
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,Dying,dyingSkillCallbackPoint,__ABSENT__,__ABSENT__,SurvivalMode.arz,
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,Leader (HIDDEN — not in .tpl),LeaderBehavior,__ABSENT__,__ABSENT__,SurvivalMode.arz,0x360
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,Leader (HIDDEN — not in .tpl),LeaderDistance,__ABSENT__,__ABSENT__,SurvivalMode.arz,0x364
records/controllers/enemy/controller_nemesis_human_meleechampion.dbr,1,Leader (HIDDEN — not in .tpl),MaxFollowers,__ABSENT__,__ABSENT__,SurvivalMode.arz,0x368
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Fleeing,FleeBehavior,NeverFlee,NeverFlee,SurvivalMode.arz,0x304
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Fleeing,FleeTime,3000,3000,SurvivalMode.arz,0x310
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Fleeing,FleeTarget,TowardsAllies,TowardsAllies,SurvivalMode.arz,0x308
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Fleeing,maxFleeCount,0,0,SurvivalMode.arz,0x30c
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Fleeing,FleeDelay,3000,3000,SurvivalMode.arz,0x314
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Fleeing,FleeChance,0,0,SurvivalMode.arz,0x2d8
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Fleeing,fleeDistance,10.0,10.0,SurvivalMode.arz,0x318
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Fleeing,ClearAngerWhenFleeing,False,False,SurvivalMode.arz,0x31c
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Fleeing,ResetOriginAfterFleeing,True,True,SurvivalMode.arz,0x3a4
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,SkillUsage,BuffSelfBehavior,WheneverPossible,WheneverPossible,SurvivalMode.arz,0x324
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,SkillUsage,BuffAllyBehavior,WheneverPossible,WheneverPossible,SurvivalMode.arz,0x328
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,SkillUsage,DebuffEnemyBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,SurvivalMode.arz,0x330
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,SkillUsage,healLeaderHealthPercentage,80,80,SurvivalMode.arz,0x358
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,SkillUsage,healAllyHealthPercentage,80,80,SurvivalMode.arz,0x35c
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,SkillUsage,BuffAllyTargeting,BuffStrongest,BuffStrongest,SurvivalMode.arz,0x32c
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Roaming,RoamBehavior,Roam,Roam,SurvivalMode.arz,0x320
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Roaming,MinRoamDistance,2.0,3.0,SurvivalMode.arz,0x39c
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Roaming,RoamDistance,2.0,4.0,SurvivalMode.arz,0x374
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Roaming,MinTimeBeforeRoam,2000,6000,SurvivalMode.arz,0x394
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Roaming,MaxTimeBeforeRoam,2000,12000,SurvivalMode.arz,0x398
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Roaming,MinWanderDistance,2.0,2.0,SurvivalMode.arz,0x3a0
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Roaming,WanderDistance,0.0,0.0,SurvivalMode.arz,0x370
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Roaming,TeleportToLeaderDistance,40.0,40.0,SurvivalMode.arz,0x378
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Patrolling,ChanceToIdleOnPatrol,0,20,SurvivalMode.arz,0x37c
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Patrolling,MinPatrolIdleTime,1000,1000,SurvivalMode.arz,0x380
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Patrolling,MaxPatrolIdleTime,5000,5000,SurvivalMode.arz,0x384
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,RandomAnger,RandomAngerChance,0,0,SurvivalMode.arz,0x390
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,RandomAnger,RandomAngerEvaluationTime,3000,3000,SurvivalMode.arz,0x504
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Dodging,DodgeDistance,3.0,3.0,SurvivalMode.arz,0x3a8
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Dodging,DodgeDelay,2000,3000,SurvivalMode.arz,0x510
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Dodging,DodgeChance,75,75,SurvivalMode.arz,0x2dc
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Dodging,MinDodgeDistance,4.0,4.0,SurvivalMode.arz,0x3ac
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Attacking,LeadChance,30;60;100,30;60;100,SurvivalMode.arz,
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Attacking,RepositionChance,100,100,SurvivalMode.arz,0x3b0
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Attacking,randomRepositionChance,30,30,SurvivalMode.arz,0x2e0
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Attacking,minSwingPause,0.5,0.5,SurvivalMode.arz,0x2f0
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Attacking,maxSwingPause,0.800000011920929,0.800000011920929,SurvivalMode.arz,0x2f4
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Sleep,ignoreSleepingEnemies,True,True,SurvivalMode.arz,0x4d9
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Emote,randomEmoteChance,0,100,SurvivalMode.arz,0x514
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Emote,randomEmoteMinTime,5000,5000,SurvivalMode.arz,0x518
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Emote,randomEmoteMaxTime,10000,10000,SurvivalMode.arz,0x51c
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,PetBehaviour,ignorePetsChance,35,35,SurvivalMode.arz,0x56c
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,PetBehaviour,ignorePetsInterval,7000,7000,SurvivalMode.arz,0x570
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,PetBehaviour,petAngerTransference,17,24,SurvivalMode.arz,
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,PetBehaviour,petTargetLevelRange,1000,1000,SurvivalMode.arz,0x580
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,PetBehaviour,petTargetLeastAttacked,False,False,SurvivalMode.arz,0x584
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,PetBehaviour,petTargetGreatestHealth,False,False,SurvivalMode.arz,0x585
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Loot,lootDropAttachPointName,__ABSENT__,__ABSENT__,SurvivalMode.arz,
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Loot,lootDropCallbackPoint,__ABSENT__,__ABSENT__,SurvivalMode.arz,
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Dying,dyingSkillCallbackPoint,__ABSENT__,__ABSENT__,SurvivalMode.arz,
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Leader (HIDDEN — not in .tpl),LeaderBehavior,__ABSENT__,__ABSENT__,SurvivalMode.arz,0x360
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Leader (HIDDEN — not in .tpl),LeaderDistance,__ABSENT__,__ABSENT__,SurvivalMode.arz,0x364
records/controllers/enemy/controller_nemesis_necro_rangedcaster.dbr,1,Leader (HIDDEN — not in .tpl),MaxFollowers,__ABSENT__,__ABSENT__,SurvivalMode.arz,0x368
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Fleeing,FleeBehavior,NeverFlee,FleeOnDamage,SurvivalMode.arz,0x304
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Fleeing,FleeTime,3,3,SurvivalMode.arz,0x310
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Fleeing,FleeTarget,AwayFromEnemy,AwayFromEnemy,SurvivalMode.arz,0x308
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Fleeing,maxFleeCount,0,3,SurvivalMode.arz,0x30c
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Fleeing,FleeDelay,5000,5000,SurvivalMode.arz,0x314
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Fleeing,FleeChance,0,75,SurvivalMode.arz,0x2d8
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Fleeing,fleeDistance,8.0,8.0,SurvivalMode.arz,0x318
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Fleeing,ClearAngerWhenFleeing,False,False,SurvivalMode.arz,0x31c
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Fleeing,ResetOriginAfterFleeing,False,False,SurvivalMode.arz,0x3a4
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,SkillUsage,BuffSelfBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,SurvivalMode.arz,0x324
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,SkillUsage,BuffAllyBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,SurvivalMode.arz,0x328
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,SkillUsage,DebuffEnemyBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,SurvivalMode.arz,0x330
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,SkillUsage,healLeaderHealthPercentage,70,70,SurvivalMode.arz,0x358
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,SkillUsage,healAllyHealthPercentage,70,70,SurvivalMode.arz,0x35c
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,SkillUsage,BuffAllyTargeting,BuffWeakest,BuffWeakest,SurvivalMode.arz,0x32c
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Roaming,RoamBehavior,Roam,Roam,SurvivalMode.arz,0x320
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Roaming,MinRoamDistance,2.0,2.0,SurvivalMode.arz,0x39c
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Roaming,RoamDistance,2.0,3.0,SurvivalMode.arz,0x374
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Roaming,MinTimeBeforeRoam,2000,6000,SurvivalMode.arz,0x394
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Roaming,MaxTimeBeforeRoam,2000,16000,SurvivalMode.arz,0x398
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Roaming,MinWanderDistance,2.0,2.0,SurvivalMode.arz,0x3a0
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Roaming,WanderDistance,0.0,5.0,SurvivalMode.arz,0x370
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Roaming,TeleportToLeaderDistance,40.0,40.0,SurvivalMode.arz,0x378
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Patrolling,ChanceToIdleOnPatrol,0,0,SurvivalMode.arz,0x37c
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Patrolling,MinPatrolIdleTime,1000,0,SurvivalMode.arz,0x380
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Patrolling,MaxPatrolIdleTime,5000,0,SurvivalMode.arz,0x384
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,RandomAnger,RandomAngerChance,0,0,SurvivalMode.arz,0x390
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,RandomAnger,RandomAngerEvaluationTime,0,0,SurvivalMode.arz,0x504
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Dodging,DodgeDistance,4.0,4.0,SurvivalMode.arz,0x3a8
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Dodging,DodgeDelay,4000,4000,SurvivalMode.arz,0x510
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Dodging,DodgeChance,70,70,SurvivalMode.arz,0x2dc
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Dodging,MinDodgeDistance,5.0,5.0,SurvivalMode.arz,0x3ac
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Attacking,LeadChance,0;50;75,0;50;75,SurvivalMode.arz,
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Attacking,RepositionChance,100,100,SurvivalMode.arz,0x3b0
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Attacking,randomRepositionChance,0,0,SurvivalMode.arz,0x2e0
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Attacking,minSwingPause,0.5,0.5,SurvivalMode.arz,0x2f0
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Attacking,maxSwingPause,1.0,1.0,SurvivalMode.arz,0x2f4
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Sleep,ignoreSleepingEnemies,True,True,SurvivalMode.arz,0x4d9
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Emote,randomEmoteChance,0,50,SurvivalMode.arz,0x514
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Emote,randomEmoteMinTime,6000,6000,SurvivalMode.arz,0x518
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Emote,randomEmoteMaxTime,10000,10000,SurvivalMode.arz,0x51c
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,PetBehaviour,ignorePetsChance,35,35,SurvivalMode.arz,0x56c
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,PetBehaviour,ignorePetsInterval,7000,7000,SurvivalMode.arz,0x570
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,PetBehaviour,petAngerTransference,17,24,SurvivalMode.arz,
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,PetBehaviour,petTargetLevelRange,1000,1000,SurvivalMode.arz,0x580
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,PetBehaviour,petTargetLeastAttacked,False,False,SurvivalMode.arz,0x584
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,PetBehaviour,petTargetGreatestHealth,False,False,SurvivalMode.arz,0x585
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Loot,lootDropAttachPointName,__ABSENT__,__ABSENT__,SurvivalMode.arz,
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Loot,lootDropCallbackPoint,__ABSENT__,__ABSENT__,SurvivalMode.arz,
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Dying,dyingSkillCallbackPoint,__ABSENT__,__ABSENT__,SurvivalMode.arz,
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Leader (HIDDEN — not in .tpl),LeaderBehavior,__ABSENT__,__ABSENT__,SurvivalMode.arz,0x360
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Leader (HIDDEN — not in .tpl),LeaderDistance,__ABSENT__,__ABSENT__,SurvivalMode.arz,0x364
records/controllers/enemy/controller_nemesis_reanimator.dbr,1,Leader (HIDDEN — not in .tpl),MaxFollowers,__ABSENT__,__ABSENT__,SurvivalMode.arz,0x368
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,Fleeing,FleeBehavior,NeverFlee,NeverFlee,SurvivalMode1.arz,0x304
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,Fleeing,FleeTime,0,0,SurvivalMode1.arz,0x310
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,Fleeing,FleeTarget,__ABSENT__,__ABSENT__,SurvivalMode1.arz,0x308
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,Fleeing,maxFleeCount,0,0,SurvivalMode1.arz,0x30c
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,Fleeing,FleeDelay,0,0,SurvivalMode1.arz,0x314
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,Fleeing,FleeChance,0,0,SurvivalMode1.arz,0x2d8
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,Fleeing,fleeDistance,0.0,0.0,SurvivalMode1.arz,0x318
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,Fleeing,ClearAngerWhenFleeing,False,False,SurvivalMode1.arz,0x31c
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,Fleeing,ResetOriginAfterFleeing,False,False,SurvivalMode1.arz,0x3a4
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,SkillUsage,BuffSelfBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,SurvivalMode1.arz,0x324
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,SkillUsage,BuffAllyBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,SurvivalMode1.arz,0x328
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,SkillUsage,DebuffEnemyBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,SurvivalMode1.arz,0x330
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,SkillUsage,healLeaderHealthPercentage,75,75,SurvivalMode1.arz,0x358
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,SkillUsage,healAllyHealthPercentage,75,75,SurvivalMode1.arz,0x35c
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,SkillUsage,BuffAllyTargeting,BuffStrongest,BuffStrongest,SurvivalMode1.arz,0x32c
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,Roaming,RoamBehavior,Roam,Roam,SurvivalMode1.arz,0x320
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,Roaming,MinRoamDistance,2.0,3.0,SurvivalMode1.arz,0x39c
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,Roaming,RoamDistance,2.0,5.0,SurvivalMode1.arz,0x374
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,Roaming,MinTimeBeforeRoam,2000,6000,SurvivalMode1.arz,0x394
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,Roaming,MaxTimeBeforeRoam,2000,12000,SurvivalMode1.arz,0x398
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,Roaming,MinWanderDistance,2.0,2.0,SurvivalMode1.arz,0x3a0
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,Roaming,WanderDistance,0.0,5.0,SurvivalMode1.arz,0x370
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,Roaming,TeleportToLeaderDistance,40.0,40.0,SurvivalMode1.arz,0x378
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,Patrolling,ChanceToIdleOnPatrol,0,0,SurvivalMode1.arz,0x37c
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,Patrolling,MinPatrolIdleTime,1000,0,SurvivalMode1.arz,0x380
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,Patrolling,MaxPatrolIdleTime,5000,0,SurvivalMode1.arz,0x384
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,RandomAnger,RandomAngerChance,0,0,SurvivalMode1.arz,0x390
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,RandomAnger,RandomAngerEvaluationTime,0,0,SurvivalMode1.arz,0x504
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,Dodging,DodgeDistance,0.0,0.0,SurvivalMode1.arz,0x3a8
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,Dodging,DodgeDelay,0,0,SurvivalMode1.arz,0x510
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,Dodging,DodgeChance,0,0,SurvivalMode1.arz,0x2dc
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,Dodging,MinDodgeDistance,0.0,0.0,SurvivalMode1.arz,0x3ac
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,Attacking,LeadChance,0;50;100,0;50;100,SurvivalMode1.arz,
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,Attacking,RepositionChance,0,0,SurvivalMode1.arz,0x3b0
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,Attacking,randomRepositionChance,0,0,SurvivalMode1.arz,0x2e0
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,Attacking,minSwingPause,0.20000000298023224,0.20000000298023224,SurvivalMode1.arz,0x2f0
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,Attacking,maxSwingPause,0.6000000238418579,0.6000000238418579,SurvivalMode1.arz,0x2f4
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,Sleep,ignoreSleepingEnemies,True,True,SurvivalMode1.arz,0x4d9
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,Emote,randomEmoteChance,0,0,SurvivalMode1.arz,0x514
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,Emote,randomEmoteMinTime,0,0,SurvivalMode1.arz,0x518
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,Emote,randomEmoteMaxTime,0,0,SurvivalMode1.arz,0x51c
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,PetBehaviour,ignorePetsChance,35,35,SurvivalMode1.arz,0x56c
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,PetBehaviour,ignorePetsInterval,7000,7000,SurvivalMode1.arz,0x570
records/controllers/enemy/controller_nemesis_wendigo.dbr,1,PetBehaviour,petAngerTransference,22,24,SurvivalMode1.arz,
